scenario_id,step,F_lateral_kN,M_base_kNm,N_cycles,freq_Hz
100,29,3633.91,50293.2,2707,0.197
101,0,0.0,0.0,0,0.14
101,1,97.36,688.3,75,0.14
101,2,131.01,926.2,150,0.14
101,3,277.65,1962.9,225,0.14
101,4,324.18,2291.9,300,0.14
101,5,434.7,3073.3,375,0.14
101,6,521.23,3685.0,451,0.14
101,7,593.53,4196.2,526,0.14
101,8,665.68,4706.2,601,0.14
101,9,774.86,5478.2,676,0.14
101,10,919.24,6498.9,751,0.14
101,11,916.68,6480.8,826,0.14
101,12,1095.35,7744.0,901,0.14
101,13,1123.84,7945.4,976,0.14
101,14,1219.74,8623.4,1051,0.14
101,15,1273.12,9000.8,1126,0.14
101,16,1369.64,9683.1,1201,0.14
101,17,1464.73,10355.5,1277,0.14
101,18,1535.5,10855.8,1352,0.14
101,19,1647.65,11648.7,1427,0.14
101,20,1728.76,12222.1,1502,0.14
101,21,1883.54,13316.4,1577,0.14
101,22,1880.08,13291.9,1652,0.14
101,23,2005.19,14176.4,1727,0.14
101,24,2096.6,14822.6,1802,0.14
101,25,2144.1,15158.5,1877,0.14
101,26,2283.86,16146.6,1952,0.14
101,27,2338.36,16531.9,2027,0.14
101,28,2362.58,16703.1,2103,0.14
101,29,2544.2,17987.1,2178,0.14
102,0,0.0,0.0,0,0.2
102,1,102.29,1450.6,208,0.2
102,2,288.08,4085.5,416,0.2
102,3,390.75,5541.5,624,0.2
102,4,562.41,7976.1,832,0.2
102,5,704.91,9996.9,1040,0.2
102,6,782.97,11104.1,1248,0.2
102,7,959.84,13612.4,1456,0.2
102,8,1047.1,14849.8,1664,0.2
102,9,1270.47,18017.8,1872,0.2
102,10,1316.41,18669.3,2080,0.2
102,11,1501.7,21297.0,2288,0.2
102,12,1629.95,23115.9,2496,0.2
102,13,1747.84,24787.8,2704,0.2
102,14,1851.96,26264.4,2912,0.2
102,15,2001.26,28381.7,3120,0.2
102,16,2074.91,29426.3,3327,0.2
102,17,2279.97,32334.4,3535,0.2
102,18,2417.45,34284.1,3743,0.2
102,19,2544.69,36088.6,3951,0.2
102,20,2585.2,36663.2,4159,0.2
102,21,2770.15,39286.1,4367,0.2
102,22,2919.4,41402.7,4575,0.2
102,23,3084.31,43741.5,4783,0.2
102,24,3217.96,45636.9,4991,0.2
102,25,3337.89,47337.8,5199,0.2
102,26,3495.78,49576.9,5407,0.2
102,27,3579.65,50766.4,5615,0.2
102,28,3762.47,53359.1,5823,0.2
102,29,3892.12,55197.8,6031,0.2
103,0,11.33,149.0,0,0.245
103,1,75.39,991.5,34,0.245
103,2,216.62,2849.0,68,0.245
103,3,257.35,3384.6,101,0.245
103,4,294.35,3871.3,135,0.245
103,5,411.7,5414.6,169,0.245
103,6,507.68,6676.9,203,0.245
103,7,548.31,7211.3,237,0.245
103,8,679.48,8936.4,270,0.245
103,9,739.11,9720.7,304,0.245
103,10,738.23,9709.0,338,0.245
103,11,898.34,11814.8,372,0.245
103,12,958.02,12599.7,406,0.245
103,13,1067.17,14035.2,439,0.245
103,14,1160.23,15259.1,473,0.245
103,15,1218.61,16026.9,507,0.245
103,16,1343.56,17670.3,541,0.245
103,17,1369.1,18006.1,575,0.245
103,18,1474.05,19386.4,609,0.245
103,19,1560.31,20520.8,642,0.245
103,20,1614.09,21228.2,676,0.245
103,21,1721.22,22637.2,710,0.245
103,22,1760.87,23158.6,744,0.245
103,23,1846.88,24289.8,778,0.245
103,24,1901.03,25002.0,811,0.245
103,25,2028.5,26678.5,845,0.245
103,26,2111.87,27774.9,879,0.245
103,27,2218.34,29175.1,913,0.245
103,28,2287.55,30085.3,947,0.245
103,29,2336.12,30724.2,980,0.245
104,0,0.0,0.0,0,0.337
104,1,87.51,1294.1,23,0.337
104,2,182.37,2696.9,47,0.337
104,3,246.22,3641.3,70,0.337
104,4,330.62,4889.4,93,0.337
104,5,366.25,5416.4,117,0.337
104,6,433.13,6405.4,140,0.337
104,7,499.55,7387.6,163,0.337
104,8,594.5,8791.8,186,0.337
104,9,668.34,9883.8,210,0.337
104,10,751.42,11112.4,233,0.337
104,11,815.86,12065.4,256,0.337
104,12,890.25,13165.6,280,0.337
104,13,945.48,13982.3,303,0.337
104,14,1071.55,15846.8,326,0.337
104,15,1120.12,16565.0,350,0.337
104,16,1187.12,17555.7,373,0.337
104,17,1244.45,18403.6,396,0.337
104,18,1301.44,19246.4,419,0.337
104,19,1455.15,21519.6,443,0.337
104,20,1507.08,22287.5,466,0.337
104,21,1516.24,22423.0,489,0.337
104,22,1662.38,24584.1,513,0.337
104,23,1741.68,25756.9,536,0.337
104,24,1792.26,26504.9,559,0.337
104,25,1910.99,28260.8,583,0.337
104,26,1944.07,28750.0,606,0.337
104,27,1969.59,29127.3,629,0.337
104,28,2097.57,31020.0,653,0.337
104,29,2168.48,32068.7,676,0.337
105,0,0.0,0.0,0,0.117
105,1,126.34,1743.8,131,0.117
105,2,168.23,2322.0,261,0.117
105,3,357.11,4929.0,392,0.117
105,4,410.17,5661.4,522,0.117
105,5,516.1,7123.5,653,0.117
105,6,651.36,8990.4,783,0.117
105,7,776.89,10723.1,914,0.117
105,8,877.95,12118.0,1044,0.117
105,9,959.88,13248.8,1175,0.117
105,10,1076.11,14853.0,1305,0.117
105,11,1166.43,16099.7,1436,0.117
105,12,1302.81,17982.1,1566,0.117
105,13,1450.93,20026.5,1697,0.117
105,14,1527.68,21085.9,1827,0.117
105,15,1662.72,22949.8,1958,0.117
105,16,1789.73,24702.8,2088,0.117
105,17,1837.56,25362.9,2219,0.117
105,18,1958.73,27035.4,2349,0.117
105,19,2138.59,29518.0,2480,0.117
105,20,2225.92,30723.3,2611,0.117
105,21,2241.54,30939.0,2741,0.117
105,22,2412.46,33298.0,2872,0.117
105,23,2509.99,34644.2,3002,0.117
105,24,2643.9,36492.5,3133,0.117
105,25,2705.89,37348.0,3263,0.117
105,26,2812.18,38815.1,3394,0.117
105,27,2926.21,40389.1,3524,0.117
105,28,3038.46,41938.5,3655,0.117
105,29,3189.21,44019.2,3785,0.117
106,0,0.0,0.0,0,0.227
106,1,19.08,148.8,249,0.227
106,2,21.84,170.3,499,0.227
106,3,143.48,1119.0,748,0.227
106,4,189.15,1475.2,998,0.227
106,5,178.96,1395.8,1247,0.227
106,6,217.59,1697.0,1497,0.227
106,7,277.87,2167.2,1746,0.227
106,8,346.27,2700.7,1996,0.227
106,9,352.04,2745.7,2245,0.227
106,10,356.61,2781.4,2495,0.227
106,11,366.73,2860.3,2744,0.227
106,12,419.59,3272.6,2994,0.227
106,13,493.0,3845.1,3243,0.227
106,14,508.9,3969.1,3493,0.227
106,15,572.16,4462.5,3742,0.227
106,16,587.48,4581.9,3991,0.227
106,17,610.07,4758.2,4241,0.227
106,18,644.26,5024.8,4490,0.227
106,19,764.2,5960.3,4740,0.227
106,20,781.75,6097.2,4989,0.227
106,21,844.75,6588.5,5239,0.227
106,22,846.79,6604.4,5488,0.227
106,23,855.44,6671.9,5738,0.227
106,24,945.8,7376.6,5987,0.227
106,25,942.86,7353.7,6237,0.227
106,26,988.23,7707.6,6486,0.227
106,27,1018.07,7940.3,6736,0.227
106,28,968.7,7555.3,6985,0.227
106,29,1143.01,8914.7,7235,0.227
107,0,14.73,89.3,0,0.182
107,1,55.38,335.6,193,0.182
107,2,89.12,540.0,386,0.182
107,3,141.37,856.6,579,0.182
107,4,164.03,994.0,771,0.182
107,5,245.94,1490.3,964,0.182
107,6,233.72,1416.2,1157,0.182
107,7,324.0,1963.3,1350,0.182
107,8,380.75,2307.2,1543,0.182
107,9,403.43,2444.6,1736,0.182
107,10,466.01,2823.8,1928,0.182
107,11,470.63,2851.8,2121,0.182
107,12,516.88,3132.1,2314,0.182
107,13,598.45,3626.3,2507,0.182
107,14,657.19,3982.3,2700,0.182
107,15,626.08,3793.7,2893,0.182
107,16,743.47,4505.1,3086,0.182
107,17,757.0,4587.1,3278,0.182
107,18,813.0,4926.4,3471,0.182
107,19,824.09,4993.6,3664,0.182
107,20,884.21,5358.0,3857,0.182
107,21,984.24,5964.0,4050,0.182
107,22,1001.73,6070.0,4243,0.182
107,23,1034.74,6270.1,4435,0.182
107,24,1088.22,6594.1,4628,0.182
107,25,1151.88,6979.9,4821,0.182
107,26,1195.91,7246.7,5014,0.182
107,27,1225.93,7428.6,5207,0.182
107,28,1306.46,7916.6,5400,0.182
107,29,1348.27,8169.9,5593,0.182
108,0,12.4,75.9,0,0.227
108,1,93.77,574.1,148,0.227
108,2,203.99,1248.9,296,0.227
108,3,285.83,1750.0,443,0.227
108,4,400.36,2451.2,591,0.227
108,5,487.66,2985.6,739,0.227
108,6,522.25,3197.5,887,0.227
108,7,612.36,3749.1,1035,0.227
108,8,716.03,4383.8,1182,0.227
108,9,858.49,5256.0,1330,0.227
108,10,874.05,5351.3,1478,0.227
108,11,1025.31,6277.4,1626,0.227
108,12,1116.48,6835.6,1774,0.227
108,13,1232.62,7546.6,1922,0.227
108,14,1295.28,7930.3,2069,0.227
108,15,1341.71,8214.5,2217,0.227
108,16,1445.36,8849.1,2365,0.227
108,17,1530.81,9372.3,2513,0.227
108,18,1642.27,10054.6,2661,0.227
108,19,1745.05,10683.9,2808,0.227
108,20,1807.71,11067.6,2956,0.227
108,21,1978.93,12115.8,3104,0.227
108,22,1987.18,12166.4,3252,0.227
108,23,2159.46,13221.1,3400,0.227
108,24,2246.76,13755.6,3547,0.227
108,25,2330.29,14267.0,3695,0.227
108,26,2374.66,14538.7,3843,0.227
108,27,2497.88,15293.1,3991,0.227
108,28,2541.42,15559.6,4139,0.227
108,29,2699.21,16525.6,4286,0.227
109,0,0.0,0.0,0,0.106
109,1,152.26,1204.7,197,0.106
109,2,292.37,2313.3,393,0.106
109,3,419.29,3317.6,590,0.106
109,4,627.0,4961.0,786,0.106
109,5,856.08,6773.5,983,0.106
109,6,975.15,7715.6,1180,0.106
109,7,1146.7,9072.9,1376,0.106
109,8,1335.98,10570.6,1573,0.106
109,9,1535.03,12145.5,1769,0.106
109,10,1685.15,13333.3,1966,0.106
109,11,1780.77,14089.8,2162,0.106
109,12,1916.2,15161.4,2359,0.106
109,13,2209.8,17484.5,2556,0.106
109,14,2371.63,18764.9,2752,0.106
109,15,2473.75,19572.9,2949,0.106
109,16,2594.52,20528.4,3145,0.106
109,17,2826.07,22360.5,3342,0.106
109,18,2958.47,23408.1,3539,0.106
109,19,3122.86,24708.8,3735,0.106
109,20,3317.63,26249.8,3932,0.106
109,21,3465.36,27418.8,4128,0.106
109,22,3584.3,28359.8,4325,0.106
109,23,3774.67,29866.1,4521,0.106
109,24,3968.79,31402.0,4718,0.106
109,25,4128.8,32668.0,4915,0.106
109,26,4285.89,33911.0,5111,0.106
109,27,4470.57,35372.2,5308,0.106
109,28,4596.26,36366.7,5504,0.106
109,29,4777.01,37796.8,5701,0.106
110,0,0.0,0.0,0,0.178
110,1,120.51,1342.7,128,0.178
110,2,290.92,3241.4,256,0.178
110,3,390.29,4348.6,385,0.178
110,4,522.02,5816.3,513,0.178
110,5,638.76,7117.0,641,0.178
110,6,834.11,9293.5,769,0.178
110,7,954.47,10634.5,897,0.178
110,8,1096.78,12220.1,1026,0.178
110,9,1154.23,12860.2,1154,0.178
110,10,1335.2,14876.6,1282,0.178
110,11,1465.61,16329.6,1410,0.178
110,12,1599.6,17822.5,1538,0.178
110,13,1723.54,19203.4,1667,0.178
110,14,1865.64,20786.7,1795,0.178
110,15,2035.51,22679.4,1923,0.178
110,16,2086.64,23249.0,2051,0.178
110,17,2331.35,25975.5,2179,0.178
110,18,2426.54,27036.2,2308,0.178
110,19,2544.76,28353.3,2436,0.178
110,20,2707.24,30163.6,2564,0.178
110,21,2770.48,30868.2,2692,0.178
110,22,2928.09,32624.4,2821,0.178
110,23,3078.41,34299.1,2949,0.178
110,24,3257.01,36289.0,3077,0.178
110,25,3348.65,37310.1,3205,0.178
110,26,3497.54,38969.1,3333,0.178
110,27,3600.36,40114.6,3462,0.178
110,28,3766.65,41967.4,3590,0.178
110,29,3936.36,43858.3,3718,0.178
111,0,29.87,389.5,0,0.305
111,1,44.19,576.4,323,0.305
111,2,113.54,1480.9,646,0.305
111,3,157.24,2050.9,969,0.305
111,4,201.75,2631.5,1292,0.305
111,5,266.55,3476.7,1615,0.305
111,6,312.96,4082.0,1938,0.305
111,7,322.65,4208.4,2261,0.305
111,8,392.36,5117.7,2584,0.305
111,9,408.25,5324.9,2907,0.305
111,10,438.69,5721.9,3230,0.305
111,11,504.93,6586.0,3553,0.305
111,12,557.37,7269.9,3876,0.305
111,13,556.45,7257.9,4199,0.305
111,14,678.74,8853.0,4522,0.305
111,15,616.55,8041.8,4845,0.305
111,16,827.65,10795.3,5168,0.305
111,17,837.9,10929.0,5491,0.305
111,18,831.66,10847.5,5815,0.305
111,19,886.41,11561.6,6138,0.305
111,20,941.85,12284.8,6461,0.305
111,21,961.73,12544.0,6784,0.305
111,22,1031.82,13458.2,7107,0.305
111,23,1068.36,13934.8,7430,0.305
111,24,1116.49,14562.6,7753,0.305
111,25,1171.4,15278.8,8076,0.305
111,26,1173.19,15302.1,8399,0.305
111,27,1260.42,16439.9,8722,0.305
111,28,1310.77,17096.7,9045,0.305
111,29,1356.37,17691.4,9368,0.305
112,0,0.0,0.0,0,0.238
112,1,185.35,2593.5,22,0.238
112,2,291.82,4083.3,44,0.238
112,3,460.47,6443.1,67,0.238
112,4,643.78,9008.2,89,0.238
112,5,753.7,10546.2,111,0.238
112,6,913.73,12785.4,133,0.238
112,7,1055.62,14770.8,155,0.238
112,8,1246.85,17446.6,178,0.238
112,9,1353.21,18934.9,200,0.238
112,10,1550.66,21697.7,222,0.238
112,11,1660.27,23231.4,244,0.238
112,12,1788.81,25030.0,266,0.238
112,13,1986.19,27791.8,288,0.238
112,14,2107.89,29494.6,311,0.238
112,15,2286.86,31998.9,333,0.238
112,16,2337.58,32708.6,355,0.238
112,17,2570.83,35972.4,377,0.238
112,18,2708.1,37893.2,399,0.238
112,19,2841.21,39755.7,422,0.238
112,20,3007.73,42085.6,444,0.238
112,21,3158.33,44193.0,466,0.238
112,22,3325.32,46529.5,488,0.238
112,23,3436.95,48091.6,510,0.238
112,24,3638.68,50914.2,533,0.238
112,25,3821.39,53470.9,555,0.238
112,26,3940.05,55131.2,577,0.238
112,27,4107.11,57468.7,599,0.238
112,28,4266.89,59704.5,621,0.238
112,29,4422.37,61880.0,644,0.238
113,0,56.1,630.5,0,0.213
113,1,120.51,1354.3,233,0.213
113,2,249.43,2802.9,467,0.213
113,3,429.97,4831.8,700,0.213
113,4,563.21,6329.1,933,0.213
113,5,700.72,7874.4,1167,0.213
113,6,869.62,9772.4,1400,0.213
113,7,948.77,10661.8,1633,0.213
113,8,1096.7,12324.2,1867,0.213
113,9,1190.0,13372.6,2100,0.213
113,10,1418.96,15945.6,2333,0.213
113,11,1480.29,16634.8,2567,0.213
113,12,1616.63,18166.9,2800,0.213
113,13,1750.96,19676.5,3033,0.213
113,14,1877.51,21098.6,3267,0.213
113,15,2010.46,22592.6,3500,0.213
113,16,2152.13,24184.6,3733,0.213
113,17,2262.35,25423.3,3967,0.213
113,18,2415.26,27141.5,4200,0.213
113,19,2632.77,29585.9,4433,0.213
113,20,2731.86,30699.4,4667,0.213
113,21,2873.06,32286.1,4900,0.213
113,22,3016.09,33893.4,5133,0.213
113,23,3171.29,35637.5,5367,0.213
113,24,3198.61,35944.5,5600,0.213
113,25,3350.35,37649.6,5833,0.213
113,26,3498.62,39315.9,6067,0.213
113,27,3644.13,40951.1,6300,0.213
113,28,3784.7,42530.7,6533,0.213
113,29,3915.79,44003.9,6767,0.213
114,0,6.58,33.3,0,0.171
114,1,119.81,605.8,308,0.171
114,2,215.82,1091.2,615,0.171
114,3,290.99,1471.3,923,0.171
114,4,445.22,2251.2,1231,0.171
114,5,577.28,2918.9,1539,0.171
114,6,705.1,3565.2,1846,0.171
114,7,797.37,4031.7,2154,0.171
114,8,935.29,4729.1,2462,0.171
114,9,1034.83,5232.4,2769,0.171
114,10,1183.74,5985.3,3077,0.171
114,11,1274.07,6442.1,3385,0.171
114,12,1399.55,7076.6,3693,0.171
114,13,1504.51,7607.3,4000,0.171
114,14,1657.91,8382.9,4308,0.171
114,15,1755.28,8875.2,4616,0.171
114,16,1927.22,9744.6,4923,0.171
114,17,2030.95,10269.1,5231,0.171
114,18,2135.43,10797.4,5539,0.171
114,19,2232.35,11287.5,5847,0.171
114,20,2386.44,12066.6,6154,0.171
114,21,2514.5,12714.1,6462,0.171
114,22,2616.81,13231.4,6770,0.171
114,23,2779.39,14053.5,7077,0.171
114,24,2863.82,14480.4,7385,0.171
114,25,2996.19,15149.7,7693,0.171
114,26,3091.54,15631.8,8001,0.171
114,27,3226.55,16314.5,8308,0.171
114,28,3301.13,16691.6,8616,0.171
114,29,3430.03,17343.3,8924,0.171
115,0,10.48,71.9,0,0.175
115,1,157.89,1083.6,278,0.175
115,2,310.48,2130.9,556,0.175
115,3,475.89,3266.1,834,0.175
115,4,547.76,3759.4,1112,0.175
115,5,708.9,4865.3,1389,0.175
115,6,892.65,6126.4,1667,0.175
115,7,1011.66,6943.2,1945,0.175
115,8,1282.35,8801.0,2223,0.175
115,9,1344.11,9224.9,2501,0.175
115,10,1473.92,10115.7,2779,0.175
115,11,1608.43,11038.9,3057,0.175
115,12,1757.11,12059.4,3335,0.175
115,13,1920.05,13177.6,3612,0.175
115,14,2070.13,14207.7,3890,0.175
115,15,2200.7,15103.8,4168,0.175
115,16,2353.83,16154.7,4446,0.175
115,17,2549.98,17500.9,4724,0.175
115,18,2698.81,18522.4,5002,0.175
115,19,2812.47,19302.4,5280,0.175
115,20,2912.29,19987.6,5558,0.175
115,21,3116.31,21387.8,5835,0.175
115,22,3294.41,22610.1,6113,0.175
115,23,3436.51,23585.3,6391,0.175
115,24,3565.07,24467.7,6669,0.175
115,25,3733.34,25622.5,6947,0.175
115,26,3839.89,26353.8,7225,0.175
115,27,4004.76,27485.4,7503,0.175
115,28,4113.12,28229.0,7781,0.175
115,29,4289.94,29442.6,8058,0.175
116,0,39.89,239.2,0,0.196
116,1,72.54,435.0,66,0.196
116,2,154.6,927.2,133,0.196
116,3,273.59,1640.8,199,0.196
116,4,354.09,2123.6,265,0.196
116,5,470.58,2822.2,331,0.196
116,6,527.73,3165.0,398,0.196
116,7,683.11,4096.8,464,0.196
116,8,683.09,4096.6,530,0.196
116,9,849.61,5095.3,596,0.196
116,10,879.28,5273.2,663,0.196
116,11,938.56,5628.8,729,0.196
116,12,1089.8,6535.8,795,0.196
116,13,1165.25,6988.3,862,0.196
116,14,1229.82,7375.6,928,0.196
116,15,1302.89,7813.8,994,0.196
116,16,1443.3,8655.9,1060,0.196
116,17,1563.05,9374.0,1127,0.196
116,18,1641.55,9844.8,1193,0.196
116,19,1715.92,10290.8,1259,0.196
116,20,1818.81,10907.9,1326,0.196
116,21,1893.85,11357.9,1392,0.196
116,22,1941.99,11646.6,1458,0.196
116,23,2032.48,12189.3,1524,0.196
116,24,2159.23,12949.5,1591,0.196
116,25,2250.73,13498.2,1657,0.196
116,26,2371.3,14221.3,1723,0.196
116,27,2458.71,14745.6,1789,0.196
116,28,2544.37,15259.3,1856,0.196
116,29,2608.03,15641.0,1922,0.196
117,0,0.0,0.0,0,0.309
117,1,77.4,668.2,104,0.309
117,2,145.82,1258.9,209,0.309
117,3,123.45,1065.8,313,0.309
117,4,235.11,2029.7,418,0.309
117,5,304.44,2628.3,522,0.309
117,6,393.76,3399.4,627,0.309
117,7,431.14,3722.2,731,0.309
117,8,519.13,4481.8,836,0.309
117,9,579.0,4998.6,940,0.309
117,10,645.57,5573.4,1045,0.309
117,11,693.89,5990.5,1149,0.309
117,12,761.25,6572.0,1254,0.309
117,13,813.04,7019.2,1358,0.309
117,14,921.89,7958.9,1463,0.309
117,15,992.65,8569.8,1567,0.309
117,16,1017.44,8783.8,1672,0.309
117,17,1151.21,9938.7,1776,0.309
117,18,1161.19,10024.8,1880,0.309
117,19,1281.56,11064.1,1985,0.309
117,20,1281.43,11062.9,2089,0.309
117,21,1304.93,11265.8,2194,0.309
117,22,1442.83,12456.3,2298,0.309
117,23,1503.25,12977.9,2403,0.309
117,24,1561.86,13483.9,2507,0.309
117,25,1606.6,13870.2,2612,0.309
117,26,1689.86,14589.0,2716,0.309
117,27,1740.6,15027.0,2821,0.309
117,28,1811.9,15642.6,2925,0.309
117,29,1911.25,16500.3,3030,0.309
118,0,5.53,55.3,0,0.342
118,1,123.41,1235.7,248,0.342
118,2,203.26,2035.3,496,0.342
118,3,305.06,3054.7,745,0.342
118,4,385.82,3863.4,993,0.342
118,5,514.43,5151.3,1241,0.342
118,6,531.01,5317.2,1489,0.342
118,7,718.04,7190.1,1738,0.342
118,8,838.4,8395.3,1986,0.342
118,9,962.87,9641.7,2234,0.342
118,10,1043.01,10444.2,2482,0.342
118,11,1166.6,11681.8,2731,0.342
118,12,1195.89,11975.0,2979,0.342
118,13,1364.68,13665.3,3227,0.342
118,14,1421.11,14230.3,3475,0.342
118,15,1540.35,15424.3,3724,0.342
118,16,1676.09,16783.6,3972,0.342
118,17,1825.1,18275.7,4220,0.342
118,18,1903.06,19056.3,4468,0.342
118,19,1997.57,20002.7,4716,0.342
118,20,2101.55,21043.9,4965,0.342
118,21,2185.83,21887.8,5213,0.342
118,22,2296.03,22991.3,5461,0.342
118,23,2430.27,24335.6,5709,0.342
118,24,2481.0,24843.5,5958,0.342
118,25,2645.46,26490.3,6206,0.342
118,26,2721.12,27247.9,6454,0.342
118,27,2862.65,28665.1,6702,0.342
118,28,2971.82,29758.3,6951,0.342
118,29,2997.9,30019.5,7199,0.342
119,0,0.0,0.0,0,0.21
119,1,84.52,459.3,32,0.21
119,2,165.99,902.0,64,0.21
119,3,299.58,1627.9,97,0.21
119,4,513.98,2792.9,129,0.21
119,5,569.21,3093.1,161,0.21
119,6,718.63,3905.0,193,0.21
119,7,796.17,4326.4,226,0.21
119,8,859.23,4669.0,258,0.21
119,9,980.21,5326.4,290,0.21
119,10,1119.5,6083.4,322,0.21
119,11,1225.16,6657.5,354,0.21
119,12,1304.9,7090.8,387,0.21
119,13,1387.11,7537.5,419,0.21
119,14,1641.22,8918.4,451,0.21
119,15,1648.54,8958.1,483,0.21
119,16,1753.19,9526.8,515,0.21
119,17,1876.55,10197.1,548,0.21
119,18,1976.05,10737.8,580,0.21
119,19,2097.2,11396.1,612,0.21
119,20,2242.31,12184.6,644,0.21
119,21,2310.15,12553.3,677,0.21
119,22,2389.19,12982.8,709,0.21
119,23,2529.41,13744.7,741,0.21
119,24,2630.51,14294.1,773,0.21
119,25,2797.34,15200.7,805,0.21
119,26,2899.95,15758.2,838,0.21
119,27,2978.22,16183.6,870,0.21
119,28,3046.82,16556.3,902,0.21
119,29,3158.59,17163.7,934,0.21
120,0,0.45,3.8,0,0.198
120,1,118.82,1008.2,281,0.198
120,2,206.23,1749.8,561,0.198
120,3,311.8,2645.5,842,0.198
120,4,417.15,3539.5,1122,0.198
120,5,542.97,4607.0,1403,0.198
120,6,580.93,4929.0,1684,0.198
120,7,728.1,6177.8,1964,0.198
120,8,851.07,7221.1,2245,0.198
120,9,1014.84,8610.7,2525,0.198
120,10,1062.93,9018.7,2806,0.198
120,11,1201.5,10194.4,3087,0.198
120,12,1311.61,11128.7,3367,0.198
120,13,1452.49,12324.0,3648,0.198
120,14,1560.16,13237.6,3928,0.198
120,15,1629.29,13824.2,4209,0.198
120,16,1725.49,14640.4,4490,0.198
120,17,1828.57,15515.1,4770,0.198
120,18,1949.99,16545.3,5051,0.198
120,19,2052.94,17418.7,5331,0.198
120,20,2191.3,18592.7,5612,0.198
120,21,2296.04,19481.4,5893,0.198
120,22,2409.92,20447.6,6173,0.198
120,23,2538.68,21540.1,6454,0.198
120,24,2665.52,22616.3,6734,0.198
120,25,2722.11,23096.5,7015,0.198
120,26,2860.09,24267.2,7296,0.198
120,27,2925.29,24820.4,7576,0.198
120,28,3080.12,26134.1,7857,0.198
120,29,3185.15,27025.3,8137,0.198
121,0,30.25,205.5,0,0.312
121,1,115.25,782.7,249,0.312
121,2,204.8,1390.9,498,0.312
121,3,295.44,2006.5,747,0.312
121,4,448.49,3046.1,995,0.312
121,5,608.11,4130.2,1244,0.312
121,6,665.25,4518.2,1493,0.312
121,7,810.52,5504.9,1742,0.312
121,8,924.71,6280.4,1991,0.312
121,9,1003.31,6814.2,2240,0.312
121,10,1163.73,7903.8,2489,0.312
121,11,1149.4,7806.5,2738,0.312
121,12,1312.41,8913.6,2986,0.312
121,13,1434.04,9739.7,3235,0.312
121,14,1549.34,10522.8,3484,0.312
121,15,1696.45,11521.9,3733,0.312
121,16,1807.48,12276.1,3982,0.312
121,17,1923.03,13060.8,4231,0.312
121,18,2041.51,13865.5,4480,0.312
121,19,2107.55,14314.1,4728,0.312
121,20,2211.93,15023.0,4977,0.312
121,21,2372.79,16115.5,5226,0.312
121,22,2454.42,16669.9,5475,0.312
121,23,2538.64,17241.9,5724,0.312
121,24,2727.32,18523.4,5973,0.312
121,25,2852.45,19373.3,6222,0.312
121,26,2969.74,20169.9,6471,0.312
121,27,3041.06,20654.2,6719,0.312
121,28,3166.65,21507.2,6968,0.312
121,29,3301.39,22422.4,7217,0.312
122,0,0.0,0.0,0,0.207
122,1,198.66,2278.8,253,0.207
122,2,338.94,3887.9,505,0.207
122,3,523.43,6004.1,758,0.207
122,4,666.94,7650.2,1010,0.207
122,5,865.58,9928.8,1263,0.207
122,6,998.74,11456.2,1515,0.207
122,7,1112.85,12765.2,1768,0.207
122,8,1366.27,15672.0,2020,0.207
122,9,1459.62,16742.9,2273,0.207
122,10,1690.98,19396.7,2525,0.207
122,11,1816.02,20831.0,2778,0.207
122,12,2019.34,23163.3,3030,0.207
122,13,2183.44,25045.6,3283,0.207
122,14,2327.64,26699.7,3535,0.207
122,15,2495.34,28623.2,3788,0.207
122,16,2658.1,30490.2,4040,0.207
122,17,2750.34,31548.3,4293,0.207
122,18,2979.64,34178.6,4545,0.207
122,19,3107.95,35650.4,4798,0.207
122,20,3311.91,37989.9,5050,0.207
122,21,3437.82,39434.2,5303,0.207
122,22,3601.9,41316.3,5555,0.207
122,23,3850.94,44172.9,5808,0.207
122,24,4000.21,45885.2,6061,0.207
122,25,4133.34,47412.3,6313,0.207
122,26,4304.35,49373.9,6566,0.207
122,27,4456.7,51121.5,6818,0.207
122,28,4646.58,53299.5,7071,0.207
122,29,4774.54,54767.3,7323,0.207
123,0,29.81,287.5,0,0.238
123,1,151.34,1459.3,38,0.238
123,2,305.27,2943.6,75,0.238
123,3,477.44,4603.8,113,0.238
123,4,617.99,5959.1,151,0.238
123,5,804.51,7757.7,188,0.238
123,6,937.46,9039.7,226,0.238
123,7,1126.57,10863.2,264,0.238
123,8,1307.92,12611.9,301,0.238
123,9,1408.79,13584.6,339,0.238
123,10,1585.39,15287.4,377,0.238
123,11,1762.07,16991.2,414,0.238
123,12,1894.09,18264.2,452,0.238
123,13,2080.03,20057.1,490,0.238
123,14,2241.69,21616.0,527,0.238
123,15,2416.45,23301.2,565,0.238
123,16,2524.71,24345.1,603,0.238
123,17,2673.53,25780.2,640,0.238
123,18,2851.52,27496.4,678,0.238
123,19,2990.65,28838.0,716,0.238
123,20,3195.54,30813.7,753,0.238
123,21,3302.69,31846.9,791,0.238
123,22,3566.46,34390.4,829,0.238
123,23,3694.28,35622.9,866,0.238
123,24,3814.71,36784.2,904,0.238
123,25,3999.28,38564.0,942,0.238
123,26,4083.09,39372.1,979,0.238
123,27,4366.82,42108.1,1017,0.238
123,28,4432.35,42739.9,1055,0.238
123,29,4605.37,44408.3,1092,0.238
124,0,0.0,0.0,0,0.158
