scenario_id,step,u_displacement,K_stiffness,G_ratio,f_over_f0
96,19,0.093702,1.929394,0.843198,0.841734
96,20,0.095811,1.918795,0.839634,0.835365
96,21,0.100303,1.886189,0.832093,0.825731
96,22,0.106858,1.894403,0.821209,0.819454
96,23,0.11857,1.826439,0.802146,0.807442
96,24,0.126558,1.796487,0.789434,0.804907
96,25,0.131156,1.77819,0.782229,0.796273
96,26,0.139763,1.721662,0.768955,0.796728
96,27,0.141505,1.722122,0.766304,0.792485
96,28,0.14179,1.735731,0.765871,0.791032
96,29,0.150711,1.705541,0.752488,0.773495
97,0,0.0,1.748248,1.0,0.995905
97,1,0.006913,1.711328,0.991276,0.982811
97,2,0.01728,1.694449,0.974255,0.981758
97,3,0.027224,1.663682,0.956393,0.950871
97,4,0.037102,1.632318,0.937992,0.94255
97,5,0.041936,1.614646,0.928874,0.936429
97,6,0.045799,1.57919,0.921563,0.922306
97,7,0.059682,1.520843,0.895299,0.919903
97,8,0.069571,1.509453,0.876758,0.907444
97,9,0.082087,1.47577,0.853655,0.87903
97,10,0.085134,1.456637,0.848107,0.874713
97,11,0.096885,1.436564,0.827023,0.875219
97,12,0.103546,1.432452,0.815309,0.863304
97,13,0.112151,1.401272,0.800445,0.845086
97,14,0.124757,1.360638,0.779243,0.835943
97,15,0.127183,1.360644,0.775241,0.823314
97,16,0.138353,1.30376,0.757151,0.830166
97,17,0.150063,1.278131,0.738779,0.808171
97,18,0.155519,1.277281,0.730424,0.805392
97,19,0.172078,1.220961,0.70586,0.783445
97,20,0.175981,1.211907,0.70024,0.778566
97,21,0.185744,1.215299,0.686468,0.77755
97,22,0.196774,1.16797,0.67138,0.775797
97,23,0.205633,1.166629,0.659616,0.75591
97,24,0.219354,1.095458,0.642004,0.743719
97,25,0.228554,1.089059,0.630595,0.742406
97,26,0.238503,1.079533,0.618607,0.741792
97,27,0.250756,1.051301,0.604325,0.721533
97,28,0.267604,0.996719,0.585522,0.711853
97,29,0.279562,0.993131,0.572737,0.708845
98,0,0.0,3.957723,1.0,1.0
98,1,0.003904,3.846382,0.993449,0.98159
98,2,0.005524,3.847078,0.990098,0.975215
98,3,0.012792,3.735004,0.973332,0.953658
98,4,0.014316,3.753885,0.969594,0.939933
98,5,0.019877,3.690154,0.955569,0.92854
98,6,0.023718,3.693159,0.945649,0.915528
98,7,0.029079,3.637229,0.931621,0.893068
98,8,0.032521,3.577625,0.922556,0.893881
98,9,0.03728,3.517137,0.910008,0.87609
98,10,0.046857,3.360156,0.884867,0.863567
98,11,0.050863,3.31943,0.874452,0.846646
98,12,0.053453,3.354218,0.867761,0.840917
98,13,0.058867,3.326797,0.853903,0.830257
98,14,0.069473,3.237833,0.827319,0.814566
98,15,0.074,3.12439,0.816227,0.81079
98,16,0.081264,3.038462,0.798771,0.793463
98,17,0.084224,3.086558,0.791782,0.784542
98,18,0.094324,2.943879,0.768487,0.775812
98,19,0.104051,2.839096,0.746875,0.760168
98,20,0.109729,2.823304,0.734634,0.764417
98,21,0.119354,2.745463,0.714505,0.738641
98,22,0.126876,2.736546,0.699312,0.734007
98,23,0.14465,2.591503,0.665231,0.713296
98,24,0.151198,2.504568,0.653298,0.691027
98,25,0.16797,2.444415,0.62418,0.681042
98,26,0.184407,2.310778,0.597557,0.666386
98,27,0.196886,2.258094,0.578527,0.649895
98,28,0.19912,2.251111,0.575222,0.651564
98,29,0.215942,2.123585,0.551284,0.633147
99,0,0.0,1.993023,1.0,0.984378
99,1,0.012851,1.925301,0.975508,0.972048
99,2,0.020684,1.915019,0.957446,0.965786
99,3,0.031339,1.848241,0.931812,0.931109
99,4,0.040726,1.818495,0.908915,0.915654
99,5,0.052698,1.770229,0.879872,0.899567
99,6,0.068999,1.676293,0.841282,0.876959
99,7,0.077084,1.628845,0.822712,0.857025
99,8,0.10074,1.526606,0.770943,0.830544
99,9,0.111318,1.440601,0.749103,0.815032
99,10,0.128462,1.407679,0.715438,0.799631
99,11,0.136913,1.399369,0.699621,0.789275
99,12,0.163614,1.306348,0.652873,0.757575
99,13,0.181879,1.226636,0.623562,0.737736
99,14,0.202921,1.175618,0.592262,0.715687
99,15,0.237044,1.081081,0.546566,0.68977
99,16,0.253817,1.049898,0.526168,0.670276
99,17,0.266678,1.035746,0.511361,0.672678
99,18,0.305733,0.93879,0.470397,0.62905
99,19,0.343644,0.857548,0.435653,0.608597
99,20,0.386926,0.794098,0.40103,0.590811
99,21,0.399219,0.787815,0.392049,0.577146
99,22,0.464232,0.683505,0.349836,0.550276
99,23,0.497524,0.652256,0.331176,0.539956
99,24,0.524142,0.633602,0.317472,0.524076
99,25,0.535911,0.625745,0.311727,0.508655
99,26,0.602781,0.562809,0.282284,0.484016
99,27,0.67416,0.504015,0.255887,0.464705
99,28,0.699309,0.493319,0.247609,0.459903
99,29,0.734456,0.47123,0.236809,0.453577
100,0,0.0,1.095329,1.0,0.976812
100,1,0.019084,1.044514,0.957882,0.951573
100,2,0.043811,0.975776,0.893503,0.914989
100,3,0.072185,0.88873,0.821685,0.872077
100,4,0.096354,0.855901,0.765173,0.845941
100,5,0.124572,0.771126,0.705375,0.801375
100,6,0.139255,0.74283,0.676846,0.782762
100,7,0.166552,0.68419,0.628203,0.754993
100,8,0.207749,0.621318,0.564462,0.71604
100,9,0.239011,0.563177,0.522753,0.679707
100,10,0.270492,0.520837,0.485653,0.660207
100,11,0.306846,0.48885,0.448006,0.635595
100,12,0.330129,0.474993,0.426415,0.608515
100,13,0.379728,0.426331,0.385929,0.574972
100,14,0.42301,0.38513,0.35572,0.565119
100,15,0.465452,0.361924,0.329881,0.538334
100,16,0.505902,0.33422,0.308163,0.513966
100,17,0.563987,0.308098,0.281072,0.493547
100,18,0.615289,0.285717,0.260451,0.466424
100,19,0.680549,0.262001,0.237834,0.455093
100,20,0.746708,0.234485,0.218245,0.421434
100,21,0.82539,0.213845,0.198429,0.415112
100,22,0.873623,0.204842,0.187812,0.394955
100,23,0.992909,0.178776,0.165498,0.365437
100,24,1.060405,0.16718,0.154884,0.35115
100,25,1.12867,0.159065,0.145335,0.347204
100,26,1.241364,0.142451,0.131716,0.336266
100,27,1.292723,0.140914,0.126251,0.318615
100,28,1.420048,0.124127,0.114331,0.303432
100,29,1.52768,0.115113,0.105749,0.3
101,0,0.0,5.108193,1.0,0.996621
101,1,0.003898,4.997466,0.996258,0.988805
101,2,0.00511,5.092461,0.994828,0.978278
101,3,0.010981,5.044754,0.987149,0.972681
101,4,0.012911,4.996256,0.984436,0.965097
101,5,0.017473,4.993475,0.977773,0.951529
101,6,0.021099,4.973099,0.972286,0.951432
101,7,0.024064,4.999279,0.967702,0.934757
101,8,0.027046,5.027333,0.963021,0.937749
101,9,0.033562,4.800156,0.952605,0.921403
101,10,0.04118,4.72639,0.940207,0.919146
101,11,0.040504,4.799076,0.941314,0.922232
101,12,0.052159,4.598797,0.922128,0.905229
101,13,0.052296,4.725771,0.921901,0.902215
101,14,0.058808,4.645717,0.91114,0.896506
101,15,0.062276,4.628241,0.905413,0.89394
101,16,0.06859,4.544489,0.895011,0.894564
101,17,0.076206,4.506234,0.882532,0.880247
101,18,0.08096,4.476394,0.874793,0.868872
101,19,0.091093,4.380879,0.858453,0.861163
101,20,0.100813,4.235762,0.843016,0.84885
101,21,0.112592,4.207242,0.824658,0.837016
101,22,0.109087,4.305999,0.830078,0.833229
101,23,0.127719,4.092933,0.801702,0.82736
101,24,0.13763,4.014007,0.787057,0.814732
101,25,0.139104,4.059925,0.784907,0.820697
101,26,0.160393,3.814842,0.754657,0.801021
101,27,0.165024,3.844917,0.748278,0.794195
101,28,0.170957,3.749934,0.74021,0.784542
101,29,0.193941,3.655675,0.710063,0.776539
102,0,0.0,4.455466,1.0,0.990416
102,1,0.004629,4.375687,0.99403,0.990905
102,2,0.013124,4.317868,0.979456,0.973211
102,3,0.017657,4.333644,0.970926,0.959189
102,4,0.026505,4.136505,0.953513,0.951394
102,5,0.033215,4.136277,0.939923,0.931637
102,6,0.036774,4.148035,0.932643,0.92502
102,7,0.046645,4.020342,0.912351,0.910376
102,8,0.051345,3.995446,0.902691,0.894887
102,9,0.066062,3.778771,0.872702,0.876256
102,10,0.068509,3.80295,0.867774,0.872489
102,11,0.079172,3.767355,0.846554,0.851418
102,12,0.090179,3.619918,0.825147,0.853061
102,13,0.098772,3.528594,0.808825,0.83331
102,14,0.106132,3.551949,0.795133,0.822271
102,15,0.118119,3.436305,0.773423,0.82023
102,16,0.128039,3.305362,0.756017,0.792761
102,17,0.145563,3.215804,0.72652,0.788596
102,18,0.162093,3.062072,0.70014,0.76962
102,19,0.174214,3.00849,0.681664,0.759299
102,20,0.177822,2.994646,0.676302,0.748376
102,21,0.202666,2.81063,0.641045,0.728906
102,22,0.219366,2.755959,0.618899,0.712552
102,23,0.235281,2.670954,0.598888,0.707145
102,24,0.261111,2.51961,0.568525,0.685496
102,25,0.276031,2.450483,0.552098,0.670182
102,26,0.304201,2.278693,0.523119,0.651472
102,27,0.315123,2.296434,0.512551,0.647098
102,28,0.346068,2.139437,0.484457,0.626836
102,29,0.380474,1.997326,0.45613,0.616933
103,0,0.000461,4.952404,0.999681,0.989085
103,1,0.003026,4.96846,0.996952,0.98069
103,2,0.008745,4.918397,0.989196,0.967395
103,3,0.010517,4.827326,0.986555,0.954907
103,4,0.011867,4.906946,0.98449,0.955643
103,5,0.01675,4.828732,0.97673,0.933255
103,6,0.020484,4.825208,0.970561,0.937021
103,7,0.022525,4.745793,0.967124,0.926294
103,8,0.027494,4.791609,0.958607,0.917681
103,9,0.030215,4.727216,0.953874,0.914294
103,10,0.029804,4.77828,0.954591,0.913468
103,11,0.037628,4.5825,0.940802,0.904897
103,12,0.039933,4.568714,0.936702,0.90426
103,13,0.044305,4.584004,0.928895,0.892979
103,14,0.047604,4.632817,0.922987,0.88897
103,15,0.050121,4.632674,0.918477,0.878174
103,16,0.056906,4.443507,0.906316,0.871532
103,17,0.057757,4.478176,0.904792,0.877017
103,18,0.062507,4.440685,0.896303,0.872644
103,19,0.066257,4.432367,0.889623,0.863929
103,20,0.068818,4.417007,0.885074,0.866508
103,21,0.075274,4.273677,0.873669,0.848278
103,22,0.07684,4.311007,0.870916,0.855271
103,23,0.082731,4.171778,0.860619,0.843276
103,24,0.082971,4.289722,0.860202,0.841877
103,25,0.09091,4.173197,0.846487,0.835227
103,26,0.096766,4.088081,0.836497,0.832649
103,27,0.100943,4.11671,0.829443,0.831898
103,28,0.105352,4.051511,0.822062,0.827167
103,29,0.106837,4.105475,0.819591,0.82231
104,0,0.0,5.776457,1.0,0.993104
104,1,0.002944,5.944778,0.997773,0.990987
104,2,0.006214,5.846314,0.994561,0.975006
104,3,0.00834,5.857925,0.992274,0.969815
104,4,0.011508,5.703172,0.988672,0.959903
104,5,0.012358,5.859588,0.987673,0.956203
104,6,0.015048,5.668204,0.984438,0.958909
104,7,0.017326,5.709368,0.981623,0.954143
104,8,0.020287,5.773898,0.977877,0.941833
104,9,0.02294,5.708354,0.974452,0.940696
104,10,0.026387,5.5831,0.969919,0.93849
104,11,0.028023,5.704491,0.967739,0.92792
104,12,0.030866,5.637268,0.963916,0.919582
104,13,0.033168,5.576641,0.96079,0.92609
104,14,0.038157,5.474294,0.953942,0.92218
104,15,0.039345,5.574579,0.952298,0.919007
104,16,0.042034,5.51964,0.948562,0.910315
104,17,0.0439,5.522116,0.945958,0.917441
104,18,0.047075,5.400592,0.941511,0.907443
104,19,0.052524,5.420083,0.93384,0.89591
104,20,0.053806,5.458407,0.932029,0.891667
104,21,0.053879,5.53364,0.931927,0.897358
104,22,0.061338,5.359149,0.921368,0.893671
104,23,0.063483,5.429702,0.918327,0.889233
104,24,0.066309,5.371053,0.91432,0.898109
104,25,0.071932,5.295007,0.906352,0.885529
104,26,0.074135,5.211184,0.903233,0.876362
104,27,0.075244,5.204334,0.901665,0.868962
104,28,0.079931,5.248969,0.895045,0.877978
104,29,0.084875,5.148933,0.888085,0.87777
105,0,0.0,2.064514,1.0,1.0
105,1,0.012177,2.032139,0.980031,0.974583
105,2,0.016128,2.016332,0.972245,0.968745
105,3,0.034156,1.958431,0.934362,0.924844
105,4,0.039636,1.90667,0.922525,0.914779
105,5,0.049423,1.887377,0.901352,0.892454
105,6,0.062371,1.822697,0.873596,0.880037
105,7,0.076494,1.723863,0.843987,0.847517
105,8,0.084832,1.722842,0.826932,0.840968
105,9,0.09506,1.630649,0.806502,0.816936
105,10,0.106219,1.615799,0.784864,0.816262
105,11,0.11315,1.610639,0.771779,0.793416
105,12,0.127478,1.548682,0.745607,0.778958
105,13,0.145481,1.45776,0.714388,0.748604
105,14,0.152349,1.443915,0.702961,0.740906
105,15,0.169418,1.366975,0.675683,0.726283
105,16,0.180082,1.35144,0.65943,0.722581
105,17,0.182309,1.370824,0.656108,0.71767
105,18,0.196733,1.312162,0.635209,0.705825
105,19,0.216168,1.266463,0.608635,0.676325
105,20,0.227743,1.23331,0.593628,0.676196
105,21,0.227813,1.233359,0.593539,0.669536
105,22,0.24565,1.199415,0.571545,0.654108
105,23,0.258909,1.152699,0.556032,0.645286
105,24,0.273948,1.130381,0.539249,0.63642
105,25,0.292503,1.052744,0.519659,0.627677
105,26,0.295043,1.086043,0.517069,0.62741
105,27,0.316969,1.016166,0.49557,0.6109
105,28,0.328574,0.996243,0.484788,0.603596
105,29,0.349824,0.96127,0.466034,0.597575
106,0,0.0,2.720504,1.0,0.988575
106,1,0.001434,2.663797,0.998649,0.976132
106,2,0.001633,2.669462,0.998422,0.973779
106,3,0.010772,2.625529,0.985022,0.967206
106,4,0.013979,2.643257,0.979634,0.945941
106,5,0.013253,2.659484,0.980872,0.944061
106,6,0.015867,2.672521,0.976369,0.946307
106,7,0.020199,2.669601,0.968678,0.930273
106,8,0.02548,2.597836,0.959024,0.926578
106,9,0.026069,2.587542,0.957932,0.925681
106,10,0.026946,2.5424,0.956303,0.909115
106,11,0.026685,2.6242,0.956787,0.911316
106,12,0.031216,2.557698,0.948303,0.912306
106,13,0.036678,2.517044,0.937951,0.898489
106,14,0.037631,2.529219,0.936136,0.886415
106,15,0.042885,2.476564,0.926093,0.886954
106,16,0.04494,2.423811,0.922155,0.890038
106,17,0.045157,2.494893,0.921739,0.890696
106,18,0.047478,2.501873,0.917289,0.88101
106,19,0.056934,2.433466,0.899178,0.873339
106,20,0.058252,2.413039,0.896659,0.866576
106,21,0.062859,2.389909,0.887884,0.867768
106,22,0.063154,2.3922,0.887324,0.869073
106,23,0.064141,2.38642,0.885451,0.864316
106,24,0.07075,2.348004,0.872961,0.8532
106,25,0.070853,2.349504,0.872767,0.855124
106,26,0.072944,2.374707,0.868843,0.854677
106,27,0.07647,2.331563,0.86225,0.84641
106,28,0.07308,2.340115,0.868587,0.852832
106,29,0.08585,2.288941,0.844916,0.838589
107,0,0.000708,4.137813,0.999554,1.0
107,1,0.002649,4.142451,0.997833,0.991248
107,2,0.004369,4.06532,0.996056,0.979573
107,3,0.006931,4.064784,0.993159,0.983149
107,4,0.008061,4.04568,0.99181,0.973924
107,5,0.011866,4.090362,0.987038,0.964875
107,6,0.011254,4.091644,0.987827,0.955881
107,7,0.016058,3.984946,0.98147,0.957621
107,8,0.018636,4.03748,0.977925,0.961168
107,9,0.019419,4.072394,0.976833,0.935452
107,10,0.022945,3.987337,0.971842,0.930986
107,11,0.023174,4.007943,0.971515,0.946072
107,12,0.02519,4.01255,0.96861,0.93991
107,13,0.029892,3.902916,0.961727,0.937732
107,14,0.0325,3.945212,0.957856,0.928223
107,15,0.030501,4.001707,0.960826,0.919927
107,16,0.037345,3.886136,0.950586,0.920363
107,17,0.037331,3.941963,0.950608,0.931235
107,18,0.04063,3.889929,0.945612,0.917679
107,19,0.041325,3.858327,0.944556,0.916398
107,20,0.04446,3.861142,0.939776,0.902477
107,21,0.050057,3.809462,0.931202,0.901465
107,22,0.051436,3.786952,0.929083,0.914461
107,23,0.052684,3.803305,0.927164,0.906171
107,24,0.056057,3.794246,0.921972,0.909133
107,25,0.059508,3.763527,0.916656,0.897325
107,26,0.06287,3.738544,0.911477,0.890857
107,27,0.064121,3.749025,0.909552,0.89527
107,28,0.068927,3.729882,0.902158,0.889781
107,29,0.072178,3.647424,0.897166,0.885753
108,0,0.000625,3.961092,0.999412,0.988171
108,1,0.004803,3.868705,0.99324,0.978335
108,2,0.010269,3.900922,0.983341,0.96181
108,3,0.014462,3.880298,0.975088,0.946077
108,4,0.020112,3.849973,0.963434,0.945996
108,5,0.024627,3.795875,0.953839,0.926863
108,6,0.026291,3.796511,0.95026,0.916888
108,7,0.031115,3.736634,0.939787,0.903861
108,8,0.03696,3.658429,0.92698,0.896097
108,9,0.044653,3.575702,0.910054,0.881579
108,10,0.045363,3.600357,0.908492,0.868151
108,11,0.054198,3.505821,0.889124,0.852069
108,12,0.058694,3.489828,0.879339,0.840048
108,13,0.065836,3.415938,0.86394,0.849332
108,14,0.069606,3.415095,0.855891,0.830702
108,15,0.072934,3.374477,0.84884,0.829154
108,16,0.079769,3.330783,0.834525,0.817642
108,17,0.084949,3.287944,0.823834,0.813655
108,18,0.093831,3.196214,0.80584,0.797999
108,19,0.100971,3.142055,0.791699,0.782375
108,20,0.105258,3.128222,0.783351,0.778541
108,21,0.115911,3.106199,0.763074,0.770386
108,22,0.121385,2.962095,0.752919,0.757056
108,23,0.133982,2.902712,0.730222,0.747934
108,24,0.143643,2.800964,0.71345,0.735978
108,25,0.149822,2.792782,0.703007,0.734116
108,26,0.15584,2.735224,0.693046,0.726739
108,27,0.168322,2.671067,0.673035,0.719012
108,28,0.173882,2.644046,0.664396,0.717063
108,29,0.188609,2.539681,0.642306,0.699188
109,0,0.0,1.480732,1.0,0.982352
109,1,0.019995,1.464461,0.957717,0.950723
109,2,0.038544,1.385795,0.911541,0.930683
109,3,0.055899,1.307443,0.868355,0.898209
109,4,0.084736,1.195549,0.800161,0.858662
109,5,0.115986,1.106231,0.733134,0.819156
109,6,0.132686,1.059738,0.700391,0.801373
109,7,0.157289,0.996453,0.655892,0.756661
109,8,0.187327,0.923235,0.607143,0.727366
109,9,0.218098,0.85751,0.562868,0.701716
109,10,0.253426,0.767586,0.518157,0.665686
109,11,0.265186,0.758365,0.504557,0.652278
109,12,0.289526,0.728146,0.478227,0.646933
109,13,0.356632,0.622074,0.416466,0.590723
109,14,0.389154,0.597063,0.391259,0.569068
109,15,0.411067,0.576697,0.375719,0.556913
109,16,0.445264,0.539306,0.353508,0.54994
109,17,0.510786,0.480816,0.316827,0.510841
109,18,0.557479,0.442091,0.294555,0.488258
109,19,0.601271,0.417361,0.276056,0.473877
109,20,0.674626,0.37082,0.24932,0.453706
109,21,0.726438,0.348642,0.233073,0.442526
109,22,0.769426,0.330771,0.220969,0.430523
109,23,0.848004,0.30403,0.201537,0.402808
109,24,0.926132,0.277898,0.185054,0.386419
109,25,0.997232,0.260051,0.172041,0.385438
109,26,1.056715,0.24693,0.162362,0.369012
109,27,1.157203,0.221659,0.148077,0.346227
109,28,1.22888,0.210185,0.139208,0.324869
109,29,1.304423,0.19645,0.130849,0.3236
110,0,0.0,4.015388,1.0,0.978495
110,1,0.006003,4.001682,0.991677,0.969477
110,2,0.014479,3.94935,0.976429,0.95486
110,3,0.019481,3.900205,0.966682,0.947324
110,4,0.026094,3.836578,0.953339,0.936993
110,5,0.032499,3.714265,0.940118,0.921265
110,6,0.042583,3.643459,0.919037,0.903028
110,7,0.048876,3.600504,0.905847,0.898616
110,8,0.055721,3.585939,0.89155,0.885515
110,9,0.059612,3.49501,0.883465,0.870884
110,10,0.068589,3.478359,0.864985,0.871272
110,11,0.076351,3.412574,0.849244,0.85401
110,12,0.085687,3.26462,0.830652,0.844617
110,13,0.092531,3.239848,0.817281,0.835854
110,14,0.099302,3.257031,0.804284,0.828598
110,15,0.11003,3.164724,0.784179,0.816627
110,16,0.11561,3.075487,0.773964,0.80254
110,17,0.132432,2.951634,0.74418,0.793547
110,18,0.141791,2.847221,0.728271,0.780308
110,19,0.144168,2.945557,0.724306,0.784143
110,20,0.160098,2.800558,0.698496,0.767935
110,21,0.162364,2.837595,0.694933,0.767057
110,22,0.17899,2.678384,0.669582,0.741137
110,23,0.190583,2.623315,0.652713,0.742035
110,24,0.206702,2.54866,0.630312,0.722916
110,25,0.214659,2.524271,0.619689,0.719058
110,26,0.229057,2.421407,0.601167,0.708001
110,27,0.242749,2.341998,0.584351,0.696189
110,28,0.260134,2.261254,0.56406,0.676079
110,29,0.282342,2.140582,0.539753,0.671263
111,0,0.003676,1.624588,0.994742,0.986193
111,1,0.005378,1.626704,0.991726,0.969585
111,2,0.013696,1.620582,0.975026,0.960068
111,3,0.01929,1.571666,0.962803,0.945887
111,4,0.024424,1.576038,0.951222,0.93424
111,5,0.032738,1.526812,0.932067,0.932148
111,6,0.037746,1.527735,0.920421,0.911273
111,7,0.039549,1.512249,0.916221,0.906746
111,8,0.04812,1.478365,0.896293,0.910598
111,9,0.049898,1.47698,0.892175,0.893427
111,10,0.05396,1.459354,0.882801,0.891347
111,11,0.062059,1.432028,0.864294,0.882374
111,12,0.068342,1.423459,0.850139,0.871234
111,13,0.068463,1.415832,0.849868,0.86683
111,14,0.085811,1.337301,0.811921,0.844071
111,15,0.077942,1.352952,0.828916,0.854096
111,16,0.106498,1.26555,0.769124,0.818489
111,17,0.111129,1.221855,0.759928,0.816458
111,18,0.106996,1.269734,0.768127,0.814759
111,19,0.116607,1.215305,0.749237,0.804208
111,20,0.123094,1.221554,0.736835,0.807393
111,21,0.125479,1.224407,0.732344,0.792057
111,22,0.141027,1.137402,0.703991,0.778189
111,23,0.144545,1.143412,0.697793,0.776478
111,24,0.154201,1.104869,0.681183,0.766767
111,25,0.165444,1.067463,0.662568,0.755097
111,26,0.163484,1.090307,0.665758,0.748653
111,27,0.176938,1.063029,0.644319,0.74333
111,28,0.187237,1.038345,0.628613,0.734174
111,29,0.196763,1.009159,0.614607,0.729997
112,0,0.0,1.954365,1.0,1.0
112,1,0.018566,1.95076,0.980334,0.991507
112,2,0.029858,1.890699,0.965738,0.96934
112,3,0.047243,1.845524,0.942036,0.953908
112,4,0.065848,1.802435,0.916044,0.944938
112,5,0.075564,1.812371,0.902438,0.938699
112,6,0.09257,1.756067,0.878791,0.917728
112,7,0.107444,1.711561,0.858419,0.902035
112,8,0.129864,1.632325,0.828467,0.87989
112,9,0.141239,1.610854,0.813672,0.880011
112,10,0.16367,1.539465,0.785357,0.861061
112,11,0.17317,1.558711,0.773725,0.851638
112,12,0.187309,1.537166,0.756811,0.847726
112,13,0.213623,1.452148,0.726618,0.824756
112,14,0.22874,1.421449,0.710021,0.814528
112,15,0.254696,1.354796,0.682764,0.802587
112,16,0.264886,1.314873,0.672482,0.802467
112,17,0.296537,1.265136,0.641983,0.770334
112,18,0.316295,1.2344,0.624004,0.756813
112,19,0.334721,1.203576,0.607933,0.745675
112,20,0.366083,1.149652,0.582041,0.73626
112,21,0.389325,1.121394,0.563971,0.716696
112,22,0.421009,1.065592,0.54076,0.704867
112,23,0.430203,1.084941,0.534316,0.700737
112,24,0.488472,0.972826,0.496263,0.684142
112,25,0.514955,0.963305,0.480433,0.671151
112,26,0.545264,0.918434,0.463332,0.645297
112,27,0.580415,0.888006,0.444751,0.647311
112,28,0.62176,0.847883,0.424464,0.618616
112,29,0.66341,0.807325,0.405576,0.611219
113,0,0.002851,3.933965,0.997716,0.982883
113,1,0.006095,3.95241,0.994334,0.975836
113,2,0.012506,3.941704,0.98668,0.962327
113,3,0.021633,3.891025,0.974604,0.963649
113,4,0.028768,3.807686,0.964614,0.943979
113,5,0.035304,3.858693,0.9552,0.936019
113,6,0.045692,3.655105,0.939924,0.917485
113,7,0.048967,3.719847,0.935058,0.908622
113,8,0.057744,3.643058,0.921959,0.903624
113,9,0.06176,3.659636,0.915953,0.901782
113,10,0.074665,3.612482,0.896682,0.886052
113,11,0.08002,3.494516,0.888724,0.885177
113,12,0.085193,3.59656,0.88107,0.874469
113,13,0.095132,3.462646,0.86648,0.864422
113,14,0.103658,3.419331,0.854107,0.85877
113,15,0.114533,3.296124,0.838548,0.847067
113,16,0.123552,3.292106,0.825852,0.843098
113,17,0.130096,3.289046,0.816764,0.834889
113,18,0.141486,3.202063,0.801208,0.827371
113,19,0.158533,3.109419,0.778568,0.81351
113,20,0.168258,3.053384,0.766007,0.809152
113,21,0.1826,2.941872,0.747956,0.795865
113,22,0.194331,2.885287,0.733612,0.792167
113,23,0.20407,2.913084,0.721988,0.773436
113,24,0.208888,2.882064,0.716333,0.777139
113,25,0.224551,2.81394,0.698376,0.755265
113,26,0.242031,2.686068,0.679096,0.755788
113,27,0.256857,2.6414,0.663353,0.742282
113,28,0.26717,2.635244,0.652724,0.740222
113,29,0.2917,2.475625,0.628463,0.729612
114,0,0.000328,4.002136,0.999807,1.0
114,1,0.006084,3.909859,0.993618,0.98452
114,2,0.011062,3.873351,0.987008,0.969609
114,3,0.014651,3.885273,0.981892,0.968264
114,4,0.022764,3.79521,0.969656,0.951304
114,5,0.029854,3.721848,0.958472,0.945198
114,6,0.035906,3.757998,0.948703,0.928298
114,7,0.040605,3.74466,0.941027,0.918169
114,8,0.047539,3.724282,0.929609,0.911081
114,9,0.053187,3.664699,0.920267,0.906467
114,10,0.06028,3.666791,0.908525,0.89529
114,11,0.065174,3.612607,0.900437,0.883097
114,12,0.072487,3.542391,0.888396,0.887071
114,13,0.079384,3.488056,0.877115,0.869612
114,14,0.087593,3.461186,0.863811,0.849485
114,15,0.096531,3.288084,0.849504,0.856256
114,16,0.105082,3.293214,0.836014,0.842664
114,17,0.113542,3.196557,0.822874,0.833564
114,18,0.117552,3.254173,0.816722,0.828862
114,19,0.125634,3.160611,0.804475,0.82132
114,20,0.131482,3.244819,0.795745,0.824465
114,21,0.146747,3.045745,0.773486,0.805795
114,22,0.152428,3.032821,0.7654,0.799528
114,23,0.166065,2.942653,0.746437,0.786082
114,24,0.172506,2.905669,0.737697,0.790481
114,25,0.184577,2.820988,0.721693,0.776692
114,26,0.194677,2.769146,0.708672,0.770389
114,27,0.207426,2.682122,0.692711,0.757661
114,28,0.209446,2.746961,0.69023,0.758601
114,29,0.223569,2.653507,0.673243,0.746337
115,0,0.000521,4.020644,0.999714,0.989121
115,1,0.00814,3.866497,0.992322,0.982806
115,2,0.015493,3.937791,0.983526,0.981655
115,3,0.023782,3.898334,0.972751,0.9615
115,4,0.027655,3.866093,0.967518,0.95966
115,5,0.036027,3.780444,0.955921,0.949174
115,6,0.046145,3.702393,0.941568,0.935002
115,7,0.051939,3.729129,0.933251,0.932977
115,8,0.068233,3.560917,0.909726,0.89899
115,9,0.070715,3.584868,0.906143,0.89594
115,10,0.078725,3.52812,0.894605,0.905293
115,11,0.086993,3.451879,0.882759,0.885063
115,12,0.095242,3.446212,0.871032,0.881177
115,13,0.105544,3.404561,0.856543,0.879805
115,14,0.117263,3.284573,0.840307,0.862244
115,15,0.124546,3.291274,0.830363,0.863435
115,16,0.140133,3.122658,0.809492,0.840892
115,17,0.152155,3.09905,0.793793,0.836381
115,18,0.164374,3.056371,0.778206,0.823956
115,19,0.172111,3.043087,0.768534,0.825335
115,20,0.178922,3.025228,0.760146,0.811455
115,21,0.200336,2.900558,0.734548,0.793095
115,22,0.215126,2.847139,0.717551,0.785882
115,23,0.23166,2.754264,0.6992,0.775196
115,24,0.24171,2.726975,0.688375,0.767408
115,25,0.259672,2.651322,0.66963,0.756028
115,26,0.275061,2.567893,0.654171,0.755687
115,27,0.297166,2.488222,0.632897,0.744479
115,28,0.305155,2.482603,0.62547,0.734993
115,29,0.321702,2.452425,0.610512,0.720545
116,0,0.004736,1.675757,0.995795,0.986969
116,1,0.008826,1.62947,0.991167,0.971963
