scenario_id,step,wave_H_m,wind_V_ms,water_depth_m,scour_depth_m
46,14,5.354,7.88,25.23,5.76
46,15,5.484,8.46,25.23,5.891
46,16,5.634,8.98,25.23,6.082
46,17,5.617,8.53,25.23,6.187
46,18,5.72,9.18,25.23,6.314
46,19,5.975,9.03,25.23,6.393
46,20,6.102,9.82,25.23,6.5
46,21,6.206,10.05,25.23,6.622
46,22,6.3,9.87,25.23,6.714
46,23,6.563,10.88,25.23,6.779
46,24,6.677,10.78,25.23,6.843
46,25,6.937,10.89,25.23,6.888
46,26,7.085,11.11,25.23,6.934
46,27,7.279,11.44,25.23,6.995
46,28,7.193,11.08,25.23,7.049
46,29,7.509,11.67,25.23,7.071
47,0,2.166,4.45,28.78,0.909
47,1,2.225,4.43,28.78,1.799
47,2,2.412,4.89,28.78,2.611
47,3,2.67,5.33,28.78,3.377
47,4,2.634,5.05,28.78,4.053
47,5,2.936,5.37,28.78,4.656
47,6,2.943,5.35,28.78,5.23
47,7,2.956,5.27,28.78,5.714
47,8,3.22,6.25,28.78,6.115
47,9,3.256,6.21,28.78,6.575
47,10,3.227,6.44,28.78,6.852
47,11,3.614,6.34,28.78,7.276
47,12,3.562,6.79,28.78,7.521
47,13,3.646,7.39,28.78,7.789
47,14,3.667,7.27,28.78,8.03
47,15,3.978,7.49,28.78,8.255
47,16,4.02,7.75,28.78,8.442
47,17,4.14,7.52,28.78,8.615
47,18,4.134,8.29,28.78,8.802
47,19,4.376,7.94,28.78,8.929
47,20,4.492,8.24,28.78,9.027
47,21,4.442,8.42,28.78,9.177
47,22,4.475,8.89,28.78,9.278
47,23,4.783,9.05,28.78,9.351
47,24,4.676,9.36,28.78,9.462
47,25,4.957,9.3,28.78,9.52
47,26,5.005,10.08,28.78,9.588
47,27,5.279,10.24,28.78,9.65
47,28,5.226,10.15,28.78,9.662
47,29,5.484,10.26,28.78,9.751
48,0,2.065,2.43,31.02,1.126
48,1,2.319,2.63,31.02,2.005
48,2,2.527,2.43,31.02,2.787
48,3,2.316,2.69,31.02,3.559
48,4,2.554,3.36,31.02,4.189
48,5,2.902,3.32,31.02,4.762
48,6,2.736,3.84,31.02,5.363
48,7,2.838,3.39,31.02,5.779
48,8,3.013,3.5,31.02,6.251
48,9,3.04,3.61,31.02,6.609
48,10,2.968,3.76,31.02,6.98
48,11,3.354,3.78,31.02,7.277
48,12,3.142,4.19,31.02,7.557
48,13,3.403,4.24,31.02,7.85
48,14,3.668,4.2,31.02,8.081
48,15,3.614,4.86,31.02,8.306
48,16,3.682,5.18,31.02,8.472
48,17,3.941,5.08,31.02,8.688
48,18,3.871,5.03,31.02,8.803
48,19,3.936,5.21,31.02,8.948
48,20,4.188,5.67,31.02,9.034
48,21,4.244,5.46,31.02,9.162
48,22,4.24,5.18,31.02,9.287
48,23,4.53,5.6,31.02,9.366
48,24,4.615,5.8,31.02,9.455
48,25,4.635,5.44,31.02,9.509
48,26,4.744,5.78,31.02,9.595
48,27,4.922,6.32,31.02,9.656
48,28,5.097,5.57,31.02,9.685
48,29,5.051,5.86,31.02,9.771
49,0,2.804,7.16,17.59,0.445
49,1,2.927,7.67,17.59,1.382
49,2,3.091,7.51,17.59,2.225
49,3,3.139,8.22,17.59,2.935
49,4,3.176,8.96,17.59,3.595
49,5,3.353,8.98,17.59,4.159
49,6,3.566,9.59,17.59,4.749
49,7,3.846,9.48,17.59,5.224
49,8,3.748,9.76,17.59,5.616
49,9,4.009,10.61,17.59,6.017
49,10,4.028,10.81,17.59,6.406
49,11,4.204,10.69,17.59,6.737
49,12,4.477,11.16,17.59,6.964
49,13,4.534,12.21,17.59,7.229
49,14,4.465,11.82,17.59,7.481
49,15,4.664,12.72,17.59,7.652
49,16,4.98,12.65,17.59,7.887
49,17,5.0,13.14,17.59,8.082
49,18,5.003,13.58,17.59,8.184
49,19,5.169,13.21,17.59,8.355
49,20,5.453,13.75,17.59,8.467
49,21,5.614,14.56,17.59,8.625
49,22,5.649,14.66,17.59,8.684
49,23,6.027,15.53,17.59,8.818
49,24,5.994,15.1,17.59,8.859
49,25,6.019,16.1,17.59,8.962
49,26,6.094,15.86,17.59,9.019
49,27,6.211,16.52,17.59,9.072
49,28,6.474,16.65,17.59,9.114
49,29,6.524,17.89,17.59,9.186
50,0,2.262,6.38,34.29,0.148
50,1,2.343,7.08,34.29,0.789
50,2,2.361,6.92,34.29,1.415
50,3,2.28,8.25,34.29,1.922
50,4,2.432,8.22,34.29,2.398
50,5,2.726,8.47,34.29,2.804
50,6,2.645,9.19,34.29,3.193
50,7,2.915,9.12,34.29,3.539
50,8,2.952,9.47,34.29,3.864
50,9,3.01,9.77,34.29,4.153
50,10,3.036,10.23,34.29,4.394
50,11,3.198,10.24,34.29,4.608
50,12,3.328,10.65,34.29,4.847
50,13,3.513,11.29,34.29,5.019
50,14,3.422,11.46,34.29,5.158
50,15,3.586,11.67,34.29,5.295
50,16,3.718,11.61,34.29,5.481
50,17,3.881,12.81,34.29,5.582
50,18,3.825,12.49,34.29,5.718
50,19,3.885,13.31,34.29,5.795
50,20,4.185,13.39,34.29,5.903
50,21,4.067,13.28,34.29,5.975
50,22,4.448,14.37,34.29,6.091
50,23,4.406,14.4,34.29,6.141
50,24,4.367,15.05,34.29,6.209
50,25,4.575,14.92,34.29,6.237
50,26,4.762,15.52,34.29,6.301
50,27,4.772,15.1,34.29,6.33
50,28,4.929,15.81,34.29,6.398
50,29,5.102,15.91,34.29,6.402
51,0,2.082,4.73,38.51,1.047
51,1,2.11,5.21,38.51,1.637
51,2,2.275,5.12,38.51,2.254
51,3,2.548,5.8,38.51,2.72
51,4,2.677,5.52,38.51,3.162
51,5,2.408,6.27,38.51,3.579
51,6,2.82,6.63,38.51,3.876
51,7,2.838,6.78,38.51,4.225
51,8,3.007,6.6,38.51,4.519
51,9,2.961,6.3,38.51,4.802
51,10,2.94,7.35,38.51,5.011
51,11,3.277,7.37,38.51,5.215
51,12,3.226,7.35,38.51,5.408
51,13,3.283,7.71,38.51,5.629
51,14,3.391,8.54,38.51,5.748
51,15,3.685,8.0,38.51,5.893
51,16,3.74,8.72,38.51,6.045
51,17,3.906,8.88,38.51,6.133
51,18,3.996,8.94,38.51,6.217
51,19,3.988,9.47,38.51,6.313
51,20,4.125,10.0,38.51,6.427
51,21,4.182,9.66,38.51,6.515
51,22,4.314,9.9,38.51,6.569
51,23,4.34,10.4,38.51,6.644
51,24,4.577,10.72,38.51,6.659
51,25,4.747,10.64,38.51,6.71
51,26,4.659,10.82,38.51,6.832
51,27,4.97,10.48,38.51,6.852
51,28,4.955,11.15,38.51,6.88
51,29,5.069,11.27,38.51,6.884
52,0,0.387,3.24,23.96,0.445
52,1,0.403,3.11,23.96,1.351
52,2,0.625,3.24,23.96,2.191
52,3,0.717,3.47,23.96,2.906
52,4,0.598,3.36,23.96,3.57
52,5,0.859,4.24,23.96,4.152
52,6,0.792,4.31,23.96,4.709
52,7,0.654,4.55,23.96,5.184
52,8,0.775,4.41,23.96,5.616
52,9,1.047,4.35,23.96,5.994
52,10,0.702,4.99,23.96,6.362
52,11,0.906,4.44,23.96,6.663
52,12,0.848,4.53,23.96,6.973
52,13,0.977,4.76,23.96,7.236
52,14,1.06,5.25,23.96,7.422
52,15,0.922,5.01,23.96,7.677
52,16,1.099,5.34,23.96,7.849
52,17,1.236,5.05,23.96,8.055
52,18,1.048,5.82,23.96,8.213
52,19,1.147,5.37,23.96,8.332
52,20,1.036,5.69,23.96,8.478
52,21,1.124,6.48,23.96,8.593
52,22,1.131,6.62,23.96,8.679
52,23,1.255,6.52,23.96,8.807
52,24,1.323,6.64,23.96,8.845
52,25,1.218,6.54,23.96,8.964
52,26,1.41,6.62,23.96,8.998
52,27,1.436,6.89,23.96,9.047
52,28,1.395,6.69,23.96,9.112
52,29,1.285,7.36,23.96,9.147
53,0,1.048,6.81,31.03,0.265
53,1,1.082,6.84,31.03,0.866
53,2,1.311,7.92,31.03,1.511
53,3,1.149,7.96,31.03,1.991
53,4,1.391,8.31,31.03,2.502
53,5,1.269,8.29,31.03,2.915
53,6,1.513,8.76,31.03,3.306
53,7,1.486,9.28,31.03,3.638
53,8,1.671,9.46,31.03,3.971
53,9,1.705,10.22,31.03,4.25
53,10,1.788,10.01,31.03,4.474
53,11,1.844,10.25,31.03,4.714
53,12,1.766,10.92,31.03,4.93
53,13,1.689,10.68,31.03,5.113
53,14,1.754,11.66,31.03,5.323
53,15,1.704,11.32,31.03,5.45
53,16,1.858,12.23,31.03,5.572
53,17,2.026,12.17,31.03,5.701
53,18,2.017,12.84,31.03,5.813
53,19,2.109,13.3,31.03,5.918
53,20,2.229,13.4,31.03,5.993
53,21,2.203,13.32,31.03,6.08
53,22,2.175,13.74,31.03,6.186
53,23,2.336,14.12,31.03,6.241
53,24,2.305,14.09,31.03,6.294
53,25,2.421,15.33,31.03,6.351
53,26,2.636,15.35,31.03,6.399
53,27,2.528,15.31,31.03,6.44
53,28,2.786,16.41,31.03,6.494
53,29,2.805,16.09,31.03,6.528
54,0,2.152,10.46,32.11,0.19
54,1,2.205,10.64,32.11,0.795
54,2,2.418,10.78,32.11,1.287
54,3,2.645,11.48,32.11,1.798
54,4,2.587,12.25,32.11,2.223
54,5,2.834,13.16,32.11,2.576
54,6,2.971,13.49,32.11,2.929
54,7,2.879,13.93,32.11,3.199
54,8,2.996,13.79,32.11,3.539
54,9,3.241,15.27,32.11,3.786
54,10,3.292,15.46,32.11,4.022
54,11,3.315,15.86,32.11,4.233
54,12,3.455,16.74,32.11,4.363
54,13,3.59,17.27,32.11,4.572
54,14,3.547,17.75,32.11,4.734
54,15,3.887,17.83,32.11,4.81
54,16,3.869,18.1,32.11,4.958
54,17,3.745,19.2,32.11,5.065
54,18,4.128,18.99,32.11,5.188
54,19,4.163,20.49,32.11,5.213
54,20,4.512,20.41,32.11,5.377
54,21,4.392,20.59,32.11,5.412
54,22,4.447,21.04,32.11,5.498
54,23,4.714,21.53,32.11,5.537
54,24,4.704,22.45,32.11,5.602
54,25,4.799,22.91,32.11,5.594
54,26,5.034,23.04,32.11,5.676
54,27,4.986,23.81,32.11,5.74
54,28,5.051,24.01,32.11,5.764
54,29,5.476,25.09,32.11,5.757
55,0,3.437,9.64,29.87,0.474
55,1,3.516,10.01,29.87,1.205
55,2,3.705,10.2,29.87,1.879
55,3,3.919,10.96,29.87,2.476
55,4,4.129,11.39,29.87,3.068
55,5,4.119,12.08,29.87,3.573
55,6,4.395,12.5,29.87,4.04
55,7,4.471,13.15,29.87,4.371
55,8,4.665,13.24,29.87,4.779
55,9,4.864,13.29,29.87,5.107
55,10,5.01,14.61,29.87,5.374
55,11,5.247,14.5,29.87,5.634
55,12,5.386,14.91,29.87,5.871
55,13,5.349,15.7,29.87,6.098
55,14,5.527,16.27,29.87,6.308
55,15,5.789,16.48,29.87,6.507
55,16,6.172,16.95,29.87,6.661
55,17,6.067,17.46,29.87,6.75
55,18,6.295,18.47,29.87,6.895
55,19,6.425,18.51,29.87,7.054
55,20,6.587,18.68,29.87,7.118
55,21,6.823,19.15,29.87,7.226
55,22,7.108,19.83,29.87,7.278
55,23,7.177,20.44,29.87,7.412
55,24,7.214,20.98,29.87,7.42
55,25,7.733,21.34,29.87,7.488
55,26,7.629,21.52,29.87,7.599
55,27,7.726,22.11,29.87,7.667
55,28,8.088,22.92,29.87,7.669
55,29,8.063,22.82,29.87,7.715
56,0,1.642,10.97,26.41,0.907
56,1,1.46,11.82,26.41,1.797
56,2,1.761,12.44,26.41,2.597
56,3,1.709,12.66,26.41,3.328
56,4,1.89,13.13,26.41,3.968
56,5,2.022,13.39,26.41,4.6
56,6,1.79,14.48,26.41,5.132
56,7,2.102,15.26,26.41,5.61
56,8,1.905,16.17,26.41,6.036
56,9,2.012,16.05,26.41,6.432
56,10,2.108,16.46,26.41,6.818
56,11,2.309,16.73,26.41,7.144
56,12,2.334,16.98,26.41,7.409
56,13,2.385,18.13,26.41,7.667
56,14,2.487,19.32,26.41,7.894
56,15,2.603,19.53,26.41,8.142
56,16,2.682,20.02,26.41,8.315
56,17,2.796,20.3,26.41,8.494
56,18,2.94,20.87,26.41,8.649
56,19,2.827,20.57,26.41,8.776
56,20,2.848,22.06,26.41,8.885
56,21,3.033,22.2,26.41,9.003
56,22,2.928,22.69,26.41,9.148
56,23,3.046,23.34,26.41,9.203
56,24,3.285,23.87,26.41,9.293
56,25,3.244,24.3,26.41,9.354
56,26,3.207,25.05,26.41,9.42
56,27,3.25,25.42,26.41,9.491
56,28,3.475,26.15,26.41,9.595
56,29,3.655,26.21,26.41,9.624
57,0,2.442,2.53,36.45,0.527
57,1,2.453,2.39,36.45,1.373
57,2,2.755,2.65,36.45,2.082
57,3,2.656,3.01,36.45,2.774
57,4,2.765,2.62,36.45,3.388
57,5,2.635,2.98,36.45,3.903
57,6,2.959,3.52,36.45,4.369
57,7,3.202,3.05,36.45,4.819
57,8,3.385,4.13,36.45,5.2
57,9,3.258,4.08,36.45,5.518
57,10,3.5,3.7,36.45,5.863
57,11,3.671,3.74,36.45,6.146
57,12,3.68,4.16,36.45,6.413
57,13,3.563,3.79,36.45,6.697
57,14,3.928,3.75,36.45,6.896
57,15,4.092,4.34,36.45,7.073
57,16,4.034,4.56,36.45,7.253
57,17,4.215,4.75,36.45,7.355
57,18,4.238,4.67,36.45,7.547
57,19,4.209,5.36,36.45,7.678
57,20,4.681,4.65,36.45,7.728
57,21,4.69,4.89,36.45,7.891
57,22,4.963,5.5,36.45,7.94
57,23,5.001,5.13,36.45,8.013
57,24,4.993,5.24,36.45,8.154
57,25,5.132,5.77,36.45,8.176
57,26,5.309,5.54,36.45,8.243
57,27,5.462,5.94,36.45,8.332
57,28,5.51,5.89,36.45,8.356
57,29,5.701,5.97,36.45,8.403
58,0,1.678,11.53,23.47,0.027
58,1,1.69,12.79,23.47,0.837
58,2,1.866,12.96,23.47,1.547
58,3,1.975,13.88,23.47,2.203
58,4,1.917,14.36,23.47,2.777
58,5,1.986,15.04,23.47,3.323
58,6,2.247,15.64,23.47,3.798
58,7,2.244,16.33,23.47,4.26
58,8,2.35,16.64,23.47,4.602
58,9,2.413,17.82,23.47,4.955
58,10,2.684,17.48,23.47,5.278
58,11,2.74,18.56,23.47,5.577
58,12,2.573,19.46,23.47,5.792
58,13,2.726,19.94,23.47,6.047
58,14,2.946,20.09,23.47,6.203
58,15,3.004,20.73,23.47,6.436
58,16,3.022,21.26,23.47,6.632
58,17,2.995,22.33,23.47,6.749
58,18,3.123,22.51,23.47,6.904
58,19,3.222,23.4,23.47,7.014
58,20,3.384,23.99,23.47,7.12
58,21,3.609,25.21,23.47,7.257
58,22,3.452,25.18,23.47,7.308
58,23,3.501,25.43,23.47,7.417
58,24,3.675,25.82,23.47,7.491
58,25,3.871,26.76,23.47,7.535
58,26,3.706,27.4,23.47,7.615
58,27,4.078,27.36,23.47,7.648
58,28,3.998,28.39,23.47,7.726
58,29,4.024,29.28,23.47,7.733
59,0,0.707,5.75,11.83,0.139
59,1,0.979,6.49,11.83,0.687
59,2,0.933,6.02,11.83,1.207
59,3,1.009,6.97,11.83,1.632
59,4,0.944,7.33,11.83,2.049
59,5,1.044,7.63,11.83,2.402
59,6,1.069,7.16,11.83,2.727
59,7,1.15,8.01,11.83,3.004
59,8,1.135,8.0,11.83,3.295
59,9,1.09,8.06,11.83,3.507
59,10,1.558,8.65,11.83,3.695
59,11,1.191,8.78,11.83,3.919
59,12,1.387,9.62,11.83,4.108
59,13,1.234,9.78,11.83,4.224
59,14,1.253,9.57,11.83,4.381
59,15,1.504,9.98,11.83,4.503
59,16,1.554,10.37,11.83,4.659
59,17,1.704,10.75,11.83,4.781
59,18,1.66,11.36,11.83,4.837
59,19,1.647,11.55,11.83,4.937
59,20,1.609,11.64,11.83,5.013
59,21,1.895,11.83,11.83,5.103
59,22,1.88,11.66,11.83,5.121
59,23,1.705,12.87,11.83,5.186
59,24,1.875,12.63,11.83,5.234
59,25,1.927,13.52,11.83,5.288
59,26,1.92,13.4,11.83,5.378
59,27,2.074,14.23,11.83,5.365
59,28,2.122,14.09,11.83,5.381
59,29,2.061,13.76,11.83,5.405
60,0,3.826,12.22,35.34,0.461
60,1,4.19,12.95,35.34,1.201
60,2,4.319,13.34,35.34,1.937
60,3,4.419,14.09,35.34,2.547
60,4,4.435,14.39,35.34,3.109
60,5,4.819,15.4,35.34,3.663
60,6,5.04,16.07,35.34,4.105
60,7,4.881,16.29,35.34,4.547
60,8,5.368,17.78,35.34,4.928
60,9,5.487,17.81,35.34,5.271
60,10,5.693,18.15,35.34,5.563
60,11,5.81,18.5,35.34,5.86
60,12,6.072,19.61,35.34,6.079
60,13,6.412,20.11,35.34,6.274
60,14,6.414,21.02,35.34,6.541
60,15,6.741,21.34,35.34,6.714
60,16,6.75,21.63,35.34,6.865
60,17,7.093,23.09,35.34,6.997
60,18,7.203,23.31,35.34,7.12
60,19,7.424,23.71,35.34,7.284
60,20,7.576,24.43,35.34,7.425
60,21,7.825,25.12,35.34,7.488
60,22,7.691,25.15,35.34,7.573
60,23,7.991,26.22,35.34,7.66
60,24,8.361,26.64,35.34,7.777
60,25,8.301,27.53,35.34,7.813
60,26,8.638,27.75,35.34,7.839
60,27,8.872,28.39,35.34,7.911
60,28,8.981,29.67,35.34,7.965
60,29,9.181,30.14,35.34,7.98
61,0,3.519,4.04,30.22,1.005
61,1,3.761,5.62,30.22,1.893
61,2,3.733,5.49,30.22,2.708
61,3,3.939,5.54,30.22,3.488
61,4,4.092,5.69,30.22,4.159
61,5,4.092,5.95,30.22,4.769
61,6,4.517,6.28,30.22,5.302
61,7,4.765,6.39,30.22,5.799
61,8,4.941,6.56,30.22,6.28
61,9,4.921,6.9,30.22,6.668
61,10,5.052,7.55,30.22,7.003
61,11,5.348,7.71,30.22,7.31
61,12,5.597,8.1,30.22,7.625
61,13,5.698,8.16,30.22,7.913
61,14,5.88,8.03,30.22,8.137
61,15,6.134,8.81,30.22,8.351
61,16,6.114,8.61,30.22,8.548
61,17,6.335,9.35,30.22,8.734
61,18,6.689,9.04,30.22,8.91
61,19,6.674,9.43,30.22,9.037
61,20,6.736,9.77,30.22,9.167
61,21,6.964,10.32,30.22,9.278
61,22,7.106,10.42,30.22,9.377
61,23,7.404,10.61,30.22,9.499
61,24,7.447,11.42,30.22,9.582
61,25,7.732,10.54,30.22,9.684
61,26,7.8,11.02,30.22,9.725
61,27,7.83,11.25,30.22,9.765
61,28,8.241,11.29,30.22,9.813
61,29,8.394,11.85,30.22,9.901
62,0,0.826,7.42,35.48,0.131
62,1,0.745,7.39,35.48,0.732
62,2,0.772,7.81,35.48,1.213
62,3,0.927,7.74,35.48,1.697
62,4,1.076,8.37,35.48,2.085
62,5,0.963,8.82,35.48,2.498
62,6,1.042,9.5,35.48,2.796
62,7,1.004,9.15,35.48,3.132
62,8,0.92,9.87,35.48,3.398
62,9,1.208,10.68,35.48,3.652
62,10,1.24,10.57,35.48,3.866
62,11,1.257,10.41,35.48,4.067
62,12,1.205,11.78,35.48,4.261
62,13,1.321,11.96,35.48,4.402
62,14,1.388,12.35,35.48,4.55
62,15,1.498,11.92,35.48,4.696
62,16,1.472,13.24,35.48,4.816
62,17,1.417,12.9,35.48,4.912
62,18,1.317,13.33,35.48,5.049
62,19,1.501,13.62,35.48,5.112
62,20,1.548,14.47,35.48,5.194
62,21,1.631,14.48,35.48,5.243
62,22,1.733,15.02,35.48,5.376
62,23,1.625,15.25,35.48,5.442
62,24,1.882,15.55,35.48,5.43
62,25,1.534,15.64,35.48,5.518
62,26,1.789,16.82,35.48,5.534
62,27,1.705,16.18,35.48,5.607
62,28,1.631,17.09,35.48,5.616
62,29,1.839,17.43,35.48,5.643
63,0,2.874,6.39,14.16,0.791
63,1,3.149,6.75,14.16,1.517
63,2,3.314,6.58,14.16,2.16
63,3,3.568,7.07,14.16,2.727
63,4,3.452,7.73,14.16,3.207
63,5,3.839,7.48,14.16,3.675
63,6,3.904,7.47,14.16,4.114
63,7,4.142,7.96,14.16,4.448
63,8,4.142,7.98,14.16,4.815
63,9,4.198,8.77,14.16,5.14
63,10,4.355,9.27,14.16,5.396
63,11,4.493,9.21,14.16,5.641
63,12,4.816,9.05,14.16,5.816
63,13,5.062,10.14,14.16,6.041
63,14,5.003,9.59,14.16,6.279
63,15,5.269,9.95,14.16,6.389
63,16,5.199,10.65,14.16,6.573
63,17,5.515,11.07,14.16,6.668
63,18,5.71,11.41,14.16,6.794
63,19,5.644,11.56,14.16,6.917
63,20,5.914,12.4,14.16,7.006
63,21,6.152,12.18,14.16,7.099
63,22,5.933,12.76,14.16,7.154
63,23,6.505,12.98,14.16,7.219
63,24,6.553,12.65,14.16,7.288
63,25,6.735,13.28,14.16,7.353
63,26,6.768,14.26,14.16,7.412
63,27,6.782,13.76,14.16,7.484
63,28,7.154,14.0,14.16,7.508
63,29,7.238,14.55,14.16,7.554
64,0,1.72,5.92,10.92,0.183
64,1,1.908,6.11,10.92,1.099
64,2,1.958,6.5,10.92,1.971
64,3,2.157,7.36,10.92,2.739
64,4,2.063,7.19,10.92,3.442
64,5,2.062,7.12,10.92,4.028
64,6,2.195,7.36,10.92,4.57
64,7,2.338,8.77,10.92,5.121
64,8,2.481,8.33,10.92,5.581
64,9,2.316,8.82,10.92,5.982
64,10,2.546,8.75,10.92,6.357
64,11,2.789,9.37,10.92,6.709
64,12,2.687,10.0,10.92,6.984
64,13,2.887,9.66,10.92,7.26
64,14,2.926,10.29,10.92,7.512
64,15,3.055,10.02,10.92,7.708
64,16,2.961,11.34,10.92,7.928
64,17,3.045,11.11,10.92,8.11
64,18,3.21,11.2,10.92,8.306
64,19,3.138,11.52,10.92,8.414
64,20,3.347,11.75,10.92,8.556
64,21,3.482,12.06,10.92,8.689
64,22,3.718,11.76,10.92,8.761
64,23,3.663,12.75,10.92,8.902
64,24,3.768,13.03,10.92,8.997
64,25,3.905,13.52,10.92,9.04
64,26,3.775,13.5,10.92,9.101
64,27,3.937,13.72,10.92,9.208
64,28,4.279,14.24,10.92,9.249
64,29,4.112,14.05,10.92,9.287
65,0,4.094,10.97,38.03,0.346
65,1,4.271,10.89,38.03,1.202
65,2,4.219,12.31,38.03,1.943
65,3,4.59,12.71,38.03,2.653
65,4,4.766,12.75,38.03,3.289
65,5,4.976,13.76,38.03,3.845
65,6,5.06,14.12,38.03,4.329
65,7,5.216,14.31,38.03,4.799
65,8,5.472,14.53,38.03,5.207
65,9,5.702,15.76,38.03,5.619
65,10,6.023,15.96,38.03,5.924
65,11,6.278,17.05,38.03,6.257
65,12,6.428,17.25,38.03,6.564
65,13,6.567,17.57,38.03,6.804
65,14,6.573,18.84,38.03,6.963
65,15,6.825,19.01,38.03,7.176
65,16,7.079,18.26,38.03,7.368
65,17,7.187,19.74,38.03,7.524
65,18,7.5,20.0,38.03,7.662
65,19,7.706,20.7,38.03,7.828
65,20,7.88,21.43,38.03,7.963
65,21,8.121,22.1,38.03,8.076
65,22,8.121,22.6,38.03,8.145
65,23,8.497,23.37,38.03,8.238
65,24,8.526,23.77,38.03,8.33
65,25,8.694,24.28,38.03,8.392
65,26,9.033,24.69,38.03,8.475
65,27,9.294,25.55,38.03,8.526
65,28,9.413,25.59,38.03,8.562
65,29,9.559,26.13,38.03,8.58
66,0,1.589,9.39,14.43,0.288
66,1,1.647,10.76,14.43,1.086
66,2,1.596,10.9,14.43,1.866
66,3,1.66,12.29,14.43,2.505
66,4,1.851,11.77,14.43,3.161
66,5,1.943,12.4,14.43,3.72
66,6,2.011,13.01,14.43,4.222
66,7,2.153,13.0,14.43,4.732
66,8,2.139,13.92,14.43,5.068
66,9,2.292,14.3,14.43,5.465
66,10,2.296,14.68,14.43,5.79
66,11,2.568,15.61,14.43,6.066
66,12,2.469,15.47,14.43,6.365
66,13,2.77,16.3,14.43,6.589
66,14,2.647,17.14,14.43,6.829
66,15,2.666,16.97,14.43,7.049
66,16,2.672,17.57,14.43,7.191
66,17,2.693,18.85,14.43,7.343
66,18,2.813,18.77,14.43,7.515
66,19,2.9,18.95,14.43,7.652
66,20,3.103,19.83,14.43,7.725
66,21,3.086,19.9,14.43,7.84
66,22,3.232,20.08,14.43,7.958
66,23,3.417,21.44,14.43,8.028
66,24,3.355,21.18,14.43,8.09
66,25,3.647,22.73,14.43,8.19
66,26,3.397,22.32,14.43,8.256
66,27,3.575,23.59,14.43,8.293
66,28,3.611,23.02,14.43,8.353
66,29,3.834,24.22,14.43,8.386
67,0,1.112,12.57,34.29,0.079
67,1,1.256,13.27,34.29,0.951
67,2,1.454,13.91,34.29,1.738
67,3,1.684,14.07,34.29,2.406
67,4,1.616,14.43,34.29,3.058
67,5,1.523,15.4,34.29,3.637
67,6,1.603,16.09,34.29,4.172
67,7,1.954,16.48,34.29,4.604
67,8,1.789,17.3,34.29,5.002
67,9,1.822,17.92,34.29,5.399
67,10,2.128,18.15,34.29,5.731
67,11,2.146,19.14,34.29,6.059
67,12,2.237,19.54,34.29,6.317
67,13,2.079,20.01,34.29,6.518
67,14,2.086,21.05,34.29,6.87
67,15,2.316,21.18,34.29,7.001
67,16,2.401,21.88,34.29,7.183
67,17,2.468,22.64,34.29,7.314
67,18,2.644,23.63,34.29,7.464
67,19,2.387,23.87,34.29,7.625
67,20,2.711,24.57,34.29,7.754
67,21,2.58,24.93,34.29,7.87
67,22,2.84,25.59,34.29,7.959
67,23,2.771,26.2,34.29,8.019
67,24,2.802,26.9,34.29,8.072
67,25,2.887,27.32,34.29,8.192
67,26,2.867,28.41,34.29,8.248
67,27,3.08,28.5,34.29,8.292
67,28,3.064,28.7,34.29,8.386
67,29,3.284,30.63,34.29,8.386
68,0,2.552,8.54,34.7,1.019
68,1,2.777,9.45,34.7,1.575
68,2,2.764,9.89,34.7,2.143
68,3,2.9,10.17,34.7,2.643
68,4,3.108,10.24,34.7,3.055
68,5,3.025,10.81,34.7,3.489
68,6,3.059,10.75,34.7,3.849
68,7,3.348,12.15,34.7,4.135
68,8,3.306,11.71,34.7,4.43
68,9,3.814,12.31,34.7,4.701
68,10,3.834,12.83,34.7,4.926
68,11,4.025,13.19,34.7,5.135
68,12,3.935,13.44,34.7,5.307
68,13,4.104,14.47,34.7,5.456
68,14,4.123,14.76,34.7,5.617
68,15,4.377,14.98,34.7,5.832
68,16,4.288,15.19,34.7,5.918
68,17,4.275,16.04,34.7,6.02
68,18,4.57,16.0,34.7,6.153
68,19,4.624,17.03,34.7,6.205
68,20,5.037,17.01,34.7,6.315
68,21,5.191,17.76,34.7,6.38
68,22,4.989,17.77,34.7,6.456
68,23,5.379,18.24,34.7,6.501
68,24,5.465,19.01,34.7,6.544
68,25,5.333,19.72,34.7,6.596
68,26,5.571,19.94,34.7,6.642
68,27,5.672,20.15,34.7,6.698
68,28,5.925,20.48,34.7,6.704
68,29,5.847,20.57,34.7,6.743
69,0,3.413,7.22,31.26,0.698
69,1,3.52,7.2,31.26,1.285
69,2,3.801,7.93,31.26,1.826
69,3,3.897,8.3,31.26,2.303
69,4,4.03,7.92,31.26,2.789
69,5,4.228,8.87,31.26,3.133
69,6,4.618,9.32,31.26,3.477
69,7,4.538,9.52,31.26,3.805
69,8,4.641,9.99,31.26,4.111
69,9,4.968,9.83,31.26,4.348
69,10,5.061,10.34,31.26,4.597
69,11,5.099,11.23,31.26,4.802
69,12,5.629,11.26,31.26,4.978
69,13,5.536,11.71,31.26,5.157
69,14,5.699,11.79,31.26,5.341
69,15,5.918,12.3,31.26,5.454
69,16,6.24,11.95,31.26,5.555
69,17,6.064,13.24,31.26,5.681
69,18,6.425,13.87,31.26,5.747
69,19,6.771,13.36,31.26,5.885
69,20,6.741,13.74,31.26,5.991
69,21,6.77,14.5,31.26,6.013
