scenario_id,step,Su_kPa,G0_kPa,void_ratio,OCR
101,27,27.47,78146.2,1.155,4.35
101,28,27.49,78146.2,1.155,4.35
101,29,26.85,78146.2,1.155,4.35
102,0,45.84,73027.2,0.536,1.18
102,1,46.44,73027.2,0.536,1.18
102,2,45.2,73027.2,0.536,1.18
102,3,44.81,73027.2,0.536,1.18
102,4,45.06,73027.2,0.536,1.18
102,5,45.5,73027.2,0.536,1.18
102,6,44.79,73027.2,0.536,1.18
102,7,44.42,73027.2,0.536,1.18
102,8,44.43,73027.2,0.536,1.18
102,9,43.3,73027.2,0.536,1.18
102,10,44.18,73027.2,0.536,1.18
102,11,43.88,73027.2,0.536,1.18
102,12,43.25,73027.2,0.536,1.18
102,13,43.72,73027.2,0.536,1.18
102,14,42.41,73027.2,0.536,1.18
102,15,43.3,73027.2,0.536,1.18
102,16,42.57,73027.2,0.536,1.18
102,17,42.09,73027.2,0.536,1.18
102,18,42.01,73027.2,0.536,1.18
102,19,41.72,73027.2,0.536,1.18
102,20,42.15,73027.2,0.536,1.18
102,21,40.76,73027.2,0.536,1.18
102,22,40.68,73027.2,0.536,1.18
102,23,41.34,73027.2,0.536,1.18
102,24,40.28,73027.2,0.536,1.18
102,25,40.79,73027.2,0.536,1.18
102,26,40.95,73027.2,0.536,1.18
102,27,39.66,73027.2,0.536,1.18
102,28,39.96,73027.2,0.536,1.18
102,29,38.8,73027.2,0.536,1.18
103,0,82.85,75665.1,0.879,3.39
103,1,82.15,75665.1,0.879,3.39
103,2,81.86,75665.1,0.879,3.39
103,3,80.87,75665.1,0.879,3.39
103,4,79.94,75665.1,0.879,3.39
103,5,80.59,75665.1,0.879,3.39
103,6,78.88,75665.1,0.879,3.39
103,7,79.33,75665.1,0.879,3.39
103,8,79.53,75665.1,0.879,3.39
103,9,78.73,75665.1,0.879,3.39
103,10,79.18,75665.1,0.879,3.39
103,11,78.29,75665.1,0.879,3.39
103,12,77.03,75665.1,0.879,3.39
103,13,76.94,75665.1,0.879,3.39
103,14,76.48,75665.1,0.879,3.39
103,15,75.28,75665.1,0.879,3.39
103,16,75.18,75665.1,0.879,3.39
103,17,74.94,75665.1,0.879,3.39
103,18,73.78,75665.1,0.879,3.39
103,19,74.39,75665.1,0.879,3.39
103,20,73.82,75665.1,0.879,3.39
103,21,72.68,75665.1,0.879,3.39
103,22,73.29,75665.1,0.879,3.39
103,23,73.02,75665.1,0.879,3.39
103,24,72.35,75665.1,0.879,3.39
103,25,71.65,75665.1,0.879,3.39
103,26,71.68,75665.1,0.879,3.39
103,27,71.3,75665.1,0.879,3.39
103,28,70.68,75665.1,0.879,3.39
103,29,69.69,75665.1,0.879,3.39
104,0,68.07,79694.5,0.996,3.66
104,1,68.17,79694.5,0.996,3.66
104,2,66.93,79694.5,0.996,3.66
104,3,67.92,79694.5,0.996,3.66
104,4,66.26,79694.5,0.996,3.66
104,5,66.19,79694.5,0.996,3.66
104,6,65.48,79694.5,0.996,3.66
104,7,65.58,79694.5,0.996,3.66
104,8,64.25,79694.5,0.996,3.66
104,9,64.49,79694.5,0.996,3.66
104,10,63.87,79694.5,0.996,3.66
104,11,64.13,79694.5,0.996,3.66
104,12,64.21,79694.5,0.996,3.66
104,13,63.68,79694.5,0.996,3.66
104,14,61.82,79694.5,0.996,3.66
104,15,63.68,79694.5,0.996,3.66
104,16,62.45,79694.5,0.996,3.66
104,17,61.57,79694.5,0.996,3.66
104,18,61.68,79694.5,0.996,3.66
104,19,61.34,79694.5,0.996,3.66
104,20,60.57,79694.5,0.996,3.66
104,21,60.65,79694.5,0.996,3.66
104,22,59.89,79694.5,0.996,3.66
104,23,59.64,79694.5,0.996,3.66
104,24,59.15,79694.5,0.996,3.66
104,25,58.43,79694.5,0.996,3.66
104,26,58.87,79694.5,0.996,3.66
104,27,58.73,79694.5,0.996,3.66
104,28,58.35,79694.5,0.996,3.66
104,29,58.15,79694.5,0.996,3.66
105,0,110.5,30433.7,1.11,3.79
105,1,109.5,30433.7,1.11,3.79
105,2,109.62,30433.7,1.11,3.79
105,3,107.95,30433.7,1.11,3.79
105,4,107.61,30433.7,1.11,3.79
105,5,107.0,30433.7,1.11,3.79
105,6,107.46,30433.7,1.11,3.79
105,7,106.82,30433.7,1.11,3.79
105,8,106.02,30433.7,1.11,3.79
105,9,105.74,30433.7,1.11,3.79
105,10,104.19,30433.7,1.11,3.79
105,11,104.24,30433.7,1.11,3.79
105,12,103.43,30433.7,1.11,3.79
105,13,103.34,30433.7,1.11,3.79
105,14,102.29,30433.7,1.11,3.79
105,15,101.59,30433.7,1.11,3.79
105,16,101.48,30433.7,1.11,3.79
105,17,101.08,30433.7,1.11,3.79
105,18,99.73,30433.7,1.11,3.79
105,19,99.47,30433.7,1.11,3.79
105,20,98.4,30433.7,1.11,3.79
105,21,97.11,30433.7,1.11,3.79
105,22,97.88,30433.7,1.11,3.79
105,23,97.52,30433.7,1.11,3.79
105,24,96.77,30433.7,1.11,3.79
105,25,95.1,30433.7,1.11,3.79
105,26,95.33,30433.7,1.11,3.79
105,27,93.82,30433.7,1.11,3.79
105,28,95.04,30433.7,1.11,3.79
105,29,93.25,30433.7,1.11,3.79
106,0,104.2,43774.5,1.0,5.06
106,1,103.51,43774.5,1.0,5.06
106,2,102.05,43774.5,1.0,5.06
106,3,101.4,43774.5,1.0,5.06
106,4,101.6,43774.5,1.0,5.06
106,5,100.47,43774.5,1.0,5.06
106,6,100.41,43774.5,1.0,5.06
106,7,99.58,43774.5,1.0,5.06
106,8,98.39,43774.5,1.0,5.06
106,9,97.63,43774.5,1.0,5.06
106,10,98.33,43774.5,1.0,5.06
106,11,97.4,43774.5,1.0,5.06
106,12,96.86,43774.5,1.0,5.06
106,13,96.95,43774.5,1.0,5.06
106,14,96.66,43774.5,1.0,5.06
106,15,95.4,43774.5,1.0,5.06
106,16,94.83,43774.5,1.0,5.06
106,17,94.71,43774.5,1.0,5.06
106,18,93.25,43774.5,1.0,5.06
106,19,93.5,43774.5,1.0,5.06
106,20,93.13,43774.5,1.0,5.06
106,21,92.66,43774.5,1.0,5.06
106,22,90.82,43774.5,1.0,5.06
106,23,90.87,43774.5,1.0,5.06
106,24,90.27,43774.5,1.0,5.06
106,25,90.23,43774.5,1.0,5.06
106,26,89.88,43774.5,1.0,5.06
106,27,89.85,43774.5,1.0,5.06
106,28,88.32,43774.5,1.0,5.06
106,29,87.79,43774.5,1.0,5.06
107,0,61.34,65494.3,1.061,4.74
107,1,60.6,65494.3,1.061,4.74
107,2,60.77,65494.3,1.061,4.74
107,3,59.97,65494.3,1.061,4.74
107,4,58.93,65494.3,1.061,4.74
107,5,58.53,65494.3,1.061,4.74
107,6,58.1,65494.3,1.061,4.74
107,7,58.89,65494.3,1.061,4.74
107,8,58.84,65494.3,1.061,4.74
107,9,58.86,65494.3,1.061,4.74
107,10,58.04,65494.3,1.061,4.74
107,11,57.89,65494.3,1.061,4.74
107,12,56.7,65494.3,1.061,4.74
107,13,56.1,65494.3,1.061,4.74
107,14,56.79,65494.3,1.061,4.74
107,15,56.26,65494.3,1.061,4.74
107,16,55.79,65494.3,1.061,4.74
107,17,55.61,65494.3,1.061,4.74
107,18,55.27,65494.3,1.061,4.74
107,19,55.43,65494.3,1.061,4.74
107,20,55.13,65494.3,1.061,4.74
107,21,54.44,65494.3,1.061,4.74
107,22,54.27,65494.3,1.061,4.74
107,23,53.79,65494.3,1.061,4.74
107,24,52.99,65494.3,1.061,4.74
107,25,53.28,65494.3,1.061,4.74
107,26,51.89,65494.3,1.061,4.74
107,27,52.8,65494.3,1.061,4.74
107,28,51.37,65494.3,1.061,4.74
107,29,51.79,65494.3,1.061,4.74
108,0,52.93,61761.2,0.738,5.26
108,1,53.35,61761.2,0.738,5.26
108,2,52.78,61761.2,0.738,5.26
108,3,51.72,61761.2,0.738,5.26
108,4,52.45,61761.2,0.738,5.26
108,5,51.68,61761.2,0.738,5.26
108,6,52.13,61761.2,0.738,5.26
108,7,51.42,61761.2,0.738,5.26
108,8,51.34,61761.2,0.738,5.26
108,9,50.39,61761.2,0.738,5.26
108,10,50.29,61761.2,0.738,5.26
108,11,50.08,61761.2,0.738,5.26
108,12,50.47,61761.2,0.738,5.26
108,13,50.6,61761.2,0.738,5.26
108,14,49.08,61761.2,0.738,5.26
108,15,49.75,61761.2,0.738,5.26
108,16,47.85,61761.2,0.738,5.26
108,17,48.06,61761.2,0.738,5.26
108,18,47.9,61761.2,0.738,5.26
108,19,47.43,61761.2,0.738,5.26
108,20,47.04,61761.2,0.738,5.26
108,21,47.76,61761.2,0.738,5.26
108,22,47.17,61761.2,0.738,5.26
108,23,47.19,61761.2,0.738,5.26
108,24,47.07,61761.2,0.738,5.26
108,25,46.58,61761.2,0.738,5.26
108,26,46.5,61761.2,0.738,5.26
108,27,45.86,61761.2,0.738,5.26
108,28,45.03,61761.2,0.738,5.26
108,29,45.87,61761.2,0.738,5.26
109,0,63.88,29233.8,1.07,6.35
109,1,63.37,29233.8,1.07,6.35
109,2,63.42,29233.8,1.07,6.35
109,3,62.72,29233.8,1.07,6.35
109,4,62.64,29233.8,1.07,6.35
109,5,62.68,29233.8,1.07,6.35
109,6,62.35,29233.8,1.07,6.35
109,7,61.4,29233.8,1.07,6.35
109,8,61.27,29233.8,1.07,6.35
109,9,61.72,29233.8,1.07,6.35
109,10,61.1,29233.8,1.07,6.35
109,11,61.56,29233.8,1.07,6.35
109,12,60.78,29233.8,1.07,6.35
109,13,60.43,29233.8,1.07,6.35
109,14,58.83,29233.8,1.07,6.35
109,15,59.58,29233.8,1.07,6.35
109,16,58.83,29233.8,1.07,6.35
109,17,58.25,29233.8,1.07,6.35
109,18,58.28,29233.8,1.07,6.35
109,19,58.34,29233.8,1.07,6.35
109,20,57.78,29233.8,1.07,6.35
109,21,56.76,29233.8,1.07,6.35
109,22,57.24,29233.8,1.07,6.35
109,23,56.22,29233.8,1.07,6.35
109,24,56.31,29233.8,1.07,6.35
109,25,55.72,29233.8,1.07,6.35
109,26,55.43,29233.8,1.07,6.35
109,27,55.59,29233.8,1.07,6.35
109,28,54.36,29233.8,1.07,6.35
109,29,55.52,29233.8,1.07,6.35
110,0,82.22,68950.0,0.556,6.69
110,1,82.4,68950.0,0.556,6.69
110,2,82.45,68950.0,0.556,6.69
110,3,82.13,68950.0,0.556,6.69
110,4,81.36,68950.0,0.556,6.69
110,5,80.95,68950.0,0.556,6.69
110,6,80.75,68950.0,0.556,6.69
110,7,80.0,68950.0,0.556,6.69
110,8,80.38,68950.0,0.556,6.69
110,9,79.68,68950.0,0.556,6.69
110,10,79.26,68950.0,0.556,6.69
110,11,77.91,68950.0,0.556,6.69
110,12,77.93,68950.0,0.556,6.69
110,13,77.39,68950.0,0.556,6.69
110,14,76.6,68950.0,0.556,6.69
110,15,76.86,68950.0,0.556,6.69
110,16,75.98,68950.0,0.556,6.69
110,17,76.14,68950.0,0.556,6.69
110,18,74.85,68950.0,0.556,6.69
110,19,75.82,68950.0,0.556,6.69
110,20,74.08,68950.0,0.556,6.69
110,21,74.21,68950.0,0.556,6.69
110,22,74.06,68950.0,0.556,6.69
110,23,72.95,68950.0,0.556,6.69
110,24,73.23,68950.0,0.556,6.69
110,25,71.76,68950.0,0.556,6.69
110,26,72.67,68950.0,0.556,6.69
110,27,71.52,68950.0,0.556,6.69
110,28,70.79,68950.0,0.556,6.69
110,29,70.51,68950.0,0.556,6.69
111,0,54.53,33466.4,1.126,6.03
111,1,53.55,33466.4,1.126,6.03
111,2,53.19,33466.4,1.126,6.03
111,3,53.18,33466.4,1.126,6.03
111,4,52.42,33466.4,1.126,6.03
111,5,53.64,33466.4,1.126,6.03
111,6,52.16,33466.4,1.126,6.03
111,7,52.58,33466.4,1.126,6.03
111,8,51.99,33466.4,1.126,6.03
111,9,51.11,33466.4,1.126,6.03
111,10,51.32,33466.4,1.126,6.03
111,11,51.44,33466.4,1.126,6.03
111,12,50.67,33466.4,1.126,6.03
111,13,51.08,33466.4,1.126,6.03
111,14,50.72,33466.4,1.126,6.03
111,15,50.39,33466.4,1.126,6.03
111,16,49.42,33466.4,1.126,6.03
111,17,48.83,33466.4,1.126,6.03
111,18,48.78,33466.4,1.126,6.03
111,19,48.9,33466.4,1.126,6.03
111,20,48.8,33466.4,1.126,6.03
111,21,47.16,33466.4,1.126,6.03
111,22,47.96,33466.4,1.126,6.03
111,23,47.77,33466.4,1.126,6.03
111,24,47.27,33466.4,1.126,6.03
111,25,47.77,33466.4,1.126,6.03
111,26,47.06,33466.4,1.126,6.03
111,27,47.22,33466.4,1.126,6.03
111,28,46.18,33466.4,1.126,6.03
111,29,46.48,33466.4,1.126,6.03
112,0,86.99,33429.1,0.883,7.69
112,1,86.38,33429.1,0.883,7.69
112,2,84.74,33429.1,0.883,7.69
112,3,84.71,33429.1,0.883,7.69
112,4,84.22,33429.1,0.883,7.69
112,5,84.19,33429.1,0.883,7.69
112,6,83.84,33429.1,0.883,7.69
112,7,82.63,33429.1,0.883,7.69
112,8,82.64,33429.1,0.883,7.69
112,9,81.15,33429.1,0.883,7.69
112,10,82.44,33429.1,0.883,7.69
112,11,81.01,33429.1,0.883,7.69
112,12,80.85,33429.1,0.883,7.69
112,13,80.22,33429.1,0.883,7.69
112,14,80.51,33429.1,0.883,7.69
112,15,78.07,33429.1,0.883,7.69
112,16,79.03,33429.1,0.883,7.69
112,17,78.54,33429.1,0.883,7.69
112,18,77.92,33429.1,0.883,7.69
112,19,78.57,33429.1,0.883,7.69
112,20,76.82,33429.1,0.883,7.69
112,21,77.2,33429.1,0.883,7.69
112,22,76.55,33429.1,0.883,7.69
112,23,76.55,33429.1,0.883,7.69
112,24,75.14,33429.1,0.883,7.69
112,25,74.66,33429.1,0.883,7.69
112,26,75.13,33429.1,0.883,7.69
112,27,74.35,33429.1,0.883,7.69
112,28,72.92,33429.1,0.883,7.69
112,29,72.98,33429.1,0.883,7.69
113,0,67.04,52218.5,1.072,1.13
113,1,66.92,52218.5,1.072,1.13
113,2,65.82,52218.5,1.072,1.13
113,3,64.35,52218.5,1.072,1.13
113,4,65.73,52218.5,1.072,1.13
113,5,64.51,52218.5,1.072,1.13
113,6,63.76,52218.5,1.072,1.13
113,7,63.01,52218.5,1.072,1.13
113,8,64.49,52218.5,1.072,1.13
113,9,63.8,52218.5,1.072,1.13
113,10,63.28,52218.5,1.072,1.13
113,11,63.74,52218.5,1.072,1.13
113,12,63.02,52218.5,1.072,1.13
113,13,63.16,52218.5,1.072,1.13
113,14,61.31,52218.5,1.072,1.13
113,15,61.64,52218.5,1.072,1.13
113,16,60.51,52218.5,1.072,1.13
113,17,60.85,52218.5,1.072,1.13
113,18,60.5,52218.5,1.072,1.13
113,19,60.59,52218.5,1.072,1.13
113,20,59.95,52218.5,1.072,1.13
113,21,59.9,52218.5,1.072,1.13
113,22,59.59,52218.5,1.072,1.13
113,23,59.97,52218.5,1.072,1.13
113,24,58.39,52218.5,1.072,1.13
113,25,57.73,52218.5,1.072,1.13
113,26,57.98,52218.5,1.072,1.13
113,27,57.11,52218.5,1.072,1.13
113,28,57.91,52218.5,1.072,1.13
113,29,56.68,52218.5,1.072,1.13
114,0,79.4,55576.4,0.817,2.37
114,1,79.04,55576.4,0.817,2.37
114,2,79.22,55576.4,0.817,2.37
114,3,78.37,55576.4,0.817,2.37
114,4,77.71,55576.4,0.817,2.37
114,5,78.46,55576.4,0.817,2.37
114,6,76.78,55576.4,0.817,2.37
114,7,76.82,55576.4,0.817,2.37
114,8,76.71,55576.4,0.817,2.37
114,9,75.16,55576.4,0.817,2.37
114,10,75.8,55576.4,0.817,2.37
114,11,74.62,55576.4,0.817,2.37
114,12,75.15,55576.4,0.817,2.37
114,13,73.84,55576.4,0.817,2.37
114,14,74.26,55576.4,0.817,2.37
114,15,74.05,55576.4,0.817,2.37
114,16,73.52,55576.4,0.817,2.37
114,17,72.8,55576.4,0.817,2.37
114,18,72.15,55576.4,0.817,2.37
114,19,71.56,55576.4,0.817,2.37
114,20,72.18,55576.4,0.817,2.37
114,21,70.68,55576.4,0.817,2.37
114,22,70.1,55576.4,0.817,2.37
114,23,70.54,55576.4,0.817,2.37
114,24,69.39,55576.4,0.817,2.37
114,25,68.91,55576.4,0.817,2.37
114,26,68.25,55576.4,0.817,2.37
114,27,68.31,55576.4,0.817,2.37
114,28,68.1,55576.4,0.817,2.37
114,29,67.85,55576.4,0.817,2.37
115,0,69.73,54805.2,0.951,1.05
115,1,69.16,54805.2,0.951,1.05
115,2,68.44,54805.2,0.951,1.05
115,3,68.08,54805.2,0.951,1.05
115,4,68.07,54805.2,0.951,1.05
115,5,68.1,54805.2,0.951,1.05
115,6,67.17,54805.2,0.951,1.05
115,7,66.51,54805.2,0.951,1.05
115,8,65.89,54805.2,0.951,1.05
115,9,65.31,54805.2,0.951,1.05
115,10,66.0,54805.2,0.951,1.05
115,11,65.6,54805.2,0.951,1.05
115,12,65.24,54805.2,0.951,1.05
115,13,64.53,54805.2,0.951,1.05
115,14,64.94,54805.2,0.951,1.05
115,15,63.64,54805.2,0.951,1.05
115,16,64.0,54805.2,0.951,1.05
115,17,63.14,54805.2,0.951,1.05
115,18,62.5,54805.2,0.951,1.05
115,19,62.74,54805.2,0.951,1.05
115,20,62.29,54805.2,0.951,1.05
115,21,61.91,54805.2,0.951,1.05
115,22,61.41,54805.2,0.951,1.05
115,23,60.99,54805.2,0.951,1.05
115,24,61.85,54805.2,0.951,1.05
115,25,60.89,54805.2,0.951,1.05
115,26,60.3,54805.2,0.951,1.05
115,27,59.64,54805.2,0.951,1.05
115,28,59.73,54805.2,0.951,1.05
115,29,59.12,54805.2,0.951,1.05
116,0,56.52,25489.2,0.868,5.53
116,1,56.06,25489.2,0.868,5.53
116,2,55.88,25489.2,0.868,5.53
116,3,54.04,25489.2,0.868,5.53
116,4,55.44,25489.2,0.868,5.53
116,5,54.8,25489.2,0.868,5.53
116,6,55.54,25489.2,0.868,5.53
116,7,54.47,25489.2,0.868,5.53
116,8,53.57,25489.2,0.868,5.53
116,9,53.85,25489.2,0.868,5.53
116,10,53.06,25489.2,0.868,5.53
116,11,53.52,25489.2,0.868,5.53
116,12,53.14,25489.2,0.868,5.53
116,13,53.18,25489.2,0.868,5.53
116,14,52.01,25489.2,0.868,5.53
116,15,52.14,25489.2,0.868,5.53
116,16,51.14,25489.2,0.868,5.53
116,17,51.88,25489.2,0.868,5.53
116,18,51.5,25489.2,0.868,5.53
116,19,51.2,25489.2,0.868,5.53
116,20,50.66,25489.2,0.868,5.53
116,21,50.57,25489.2,0.868,5.53
116,22,50.87,25489.2,0.868,5.53
116,23,49.64,25489.2,0.868,5.53
116,24,49.56,25489.2,0.868,5.53
116,25,48.65,25489.2,0.868,5.53
116,26,48.47,25489.2,0.868,5.53
116,27,48.66,25489.2,0.868,5.53
116,28,48.87,25489.2,0.868,5.53
116,29,47.9,25489.2,0.868,5.53
117,0,115.24,72647.7,1.012,7.29
117,1,114.56,72647.7,1.012,7.29
117,2,113.9,72647.7,1.012,7.29
117,3,113.72,72647.7,1.012,7.29
117,4,112.23,72647.7,1.012,7.29
117,5,113.02,72647.7,1.012,7.29
117,6,111.45,72647.7,1.012,7.29
117,7,111.54,72647.7,1.012,7.29
117,8,109.95,72647.7,1.012,7.29
117,9,110.32,72647.7,1.012,7.29
117,10,109.73,72647.7,1.012,7.29
117,11,108.99,72647.7,1.012,7.29
117,12,107.7,72647.7,1.012,7.29
117,13,107.73,72647.7,1.012,7.29
117,14,106.42,72647.7,1.012,7.29
117,15,106.28,72647.7,1.012,7.29
117,16,106.33,72647.7,1.012,7.29
117,17,105.62,72647.7,1.012,7.29
117,18,104.63,72647.7,1.012,7.29
117,19,103.54,72647.7,1.012,7.29
117,20,103.75,72647.7,1.012,7.29
117,21,102.84,72647.7,1.012,7.29
117,22,101.07,72647.7,1.012,7.29
117,23,102.03,72647.7,1.012,7.29
117,24,101.03,72647.7,1.012,7.29
117,25,101.04,72647.7,1.012,7.29
117,26,99.3,72647.7,1.012,7.29
117,27,97.66,72647.7,1.012,7.29
117,28,98.79,72647.7,1.012,7.29
117,29,98.2,72647.7,1.012,7.29
118,0,97.88,35936.0,0.557,2.7
118,1,97.72,35936.0,0.557,2.7
118,2,99.08,35936.0,0.557,2.7
118,3,97.04,35936.0,0.557,2.7
118,4,97.05,35936.0,0.557,2.7
118,5,95.85,35936.0,0.557,2.7
118,6,94.62,35936.0,0.557,2.7
118,7,95.06,35936.0,0.557,2.7
118,8,94.51,35936.0,0.557,2.7
118,9,93.93,35936.0,0.557,2.7
118,10,93.56,35936.0,0.557,2.7
118,11,93.24,35936.0,0.557,2.7
118,12,92.52,35936.0,0.557,2.7
118,13,91.45,35936.0,0.557,2.7
118,14,91.82,35936.0,0.557,2.7
118,15,90.09,35936.0,0.557,2.7
118,16,89.53,35936.0,0.557,2.7
118,17,90.41,35936.0,0.557,2.7
118,18,89.79,35936.0,0.557,2.7
118,19,88.99,35936.0,0.557,2.7
118,20,87.81,35936.0,0.557,2.7
118,21,87.65,35936.0,0.557,2.7
118,22,87.36,35936.0,0.557,2.7
118,23,86.18,35936.0,0.557,2.7
118,24,86.1,35936.0,0.557,2.7
118,25,86.28,35936.0,0.557,2.7
118,26,86.16,35936.0,0.557,2.7
118,27,84.73,35936.0,0.557,2.7
118,28,84.8,35936.0,0.557,2.7
118,29,82.96,35936.0,0.557,2.7
119,0,42.94,27770.9,0.542,7.49
119,1,41.99,27770.9,0.542,7.49
119,2,42.32,27770.9,0.542,7.49
119,3,41.83,27770.9,0.542,7.49
119,4,42.39,27770.9,0.542,7.49
119,5,41.07,27770.9,0.542,7.49
119,6,41.6,27770.9,0.542,7.49
119,7,40.93,27770.9,0.542,7.49
119,8,40.77,27770.9,0.542,7.49
119,9,40.53,27770.9,0.542,7.49
119,10,39.98,27770.9,0.542,7.49
119,11,40.18,27770.9,0.542,7.49
119,12,39.93,27770.9,0.542,7.49
119,13,39.87,27770.9,0.542,7.49
119,14,39.57,27770.9,0.542,7.49
119,15,39.7,27770.9,0.542,7.49
119,16,39.55,27770.9,0.542,7.49
119,17,38.34,27770.9,0.542,7.49
119,18,39.08,27770.9,0.542,7.49
119,19,37.83,27770.9,0.542,7.49
119,20,38.5,27770.9,0.542,7.49
119,21,38.29,27770.9,0.542,7.49
119,22,36.81,27770.9,0.542,7.49
119,23,37.59,27770.9,0.542,7.49
119,24,37.09,27770.9,0.542,7.49
119,25,36.72,27770.9,0.542,7.49
119,26,37.56,27770.9,0.542,7.49
119,27,36.33,27770.9,0.542,7.49
119,28,36.04,27770.9,0.542,7.49
119,29,36.26,27770.9,0.542,7.49
120,0,108.5,73324.9,0.673,1.42
120,1,107.53,73324.9,0.673,1.42
120,2,107.63,73324.9,0.673,1.42
120,3,106.75,73324.9,0.673,1.42
120,4,104.84,73324.9,0.673,1.42
120,5,105.1,73324.9,0.673,1.42
120,6,104.52,73324.9,0.673,1.42
120,7,104.49,73324.9,0.673,1.42
120,8,102.37,73324.9,0.673,1.42
120,9,104.4,73324.9,0.673,1.42
120,10,102.83,73324.9,0.673,1.42
120,11,102.08,73324.9,0.673,1.42
120,12,102.04,73324.9,0.673,1.42
120,13,102.06,73324.9,0.673,1.42
120,14,100.77,73324.9,0.673,1.42
120,15,100.24,73324.9,0.673,1.42
120,16,99.28,73324.9,0.673,1.42
120,17,98.58,73324.9,0.673,1.42
120,18,97.85,73324.9,0.673,1.42
120,19,97.12,73324.9,0.673,1.42
120,20,96.63,73324.9,0.673,1.42
120,21,95.74,73324.9,0.673,1.42
120,22,95.82,73324.9,0.673,1.42
120,23,94.45,73324.9,0.673,1.42
120,24,94.83,73324.9,0.673,1.42
120,25,94.16,73324.9,0.673,1.42
120,26,93.69,73324.9,0.673,1.42
120,27,92.8,73324.9,0.673,1.42
120,28,94.04,73324.9,0.673,1.42
120,29,92.62,73324.9,0.673,1.42
121,0,73.25,77339.1,0.612,7.54
121,1,73.6,77339.1,0.612,7.54
121,2,72.8,77339.1,0.612,7.54
121,3,72.22,77339.1,0.612,7.54
121,4,71.67,77339.1,0.612,7.54
121,5,72.17,77339.1,0.612,7.54
121,6,71.24,77339.1,0.612,7.54
121,7,71.68,77339.1,0.612,7.54
121,8,71.31,77339.1,0.612,7.54
121,9,71.12,77339.1,0.612,7.54
121,10,69.62,77339.1,0.612,7.54
121,11,69.9,77339.1,0.612,7.54
121,12,69.6,77339.1,0.612,7.54
121,13,68.66,77339.1,0.612,7.54
121,14,68.13,77339.1,0.612,7.54
121,15,68.94,77339.1,0.612,7.54
121,16,67.87,77339.1,0.612,7.54
121,17,67.69,77339.1,0.612,7.54
121,18,66.58,77339.1,0.612,7.54
121,19,66.0,77339.1,0.612,7.54
121,20,65.94,77339.1,0.612,7.54
121,21,65.78,77339.1,0.612,7.54
121,22,64.93,77339.1,0.612,7.54
121,23,65.08,77339.1,0.612,7.54
121,24,63.85,77339.1,0.612,7.54
121,25,63.76,77339.1,0.612,7.54
121,26,64.27,77339.1,0.612,7.54
121,27,63.85,77339.1,0.612,7.54
121,28,62.97,77339.1,0.612,7.54
121,29,62.28,77339.1,0.612,7.54
122,0,110.0,71727.7,1.11,3.46
122,1,109.75,71727.7,1.11,3.46
122,2,109.69,71727.7,1.11,3.46
122,3,109.26,71727.7,1.11,3.46
122,4,107.98,71727.7,1.11,3.46
122,5,107.07,71727.7,1.11,3.46
122,6,107.21,71727.7,1.11,3.46
122,7,106.1,71727.7,1.11,3.46
122,8,105.68,71727.7,1.11,3.46
122,9,106.03,71727.7,1.11,3.46
122,10,105.21,71727.7,1.11,3.46
122,11,104.3,71727.7,1.11,3.46
122,12,103.01,71727.7,1.11,3.46
122,13,103.18,71727.7,1.11,3.46
122,14,103.04,71727.7,1.11,3.46
122,15,101.75,71727.7,1.11,3.46
122,16,102.04,71727.7,1.11,3.46
122,17,101.44,71727.7,1.11,3.46
122,18,101.05,71727.7,1.11,3.46
122,19,99.8,71727.7,1.11,3.46
122,20,99.37,71727.7,1.11,3.46
122,21,99.21,71727.7,1.11,3.46
122,22,98.16,71727.7,1.11,3.46
122,23,97.11,71727.7,1.11,3.46
122,24,96.57,71727.7,1.11,3.46
122,25,96.34,71727.7,1.11,3.46
122,26,95.0,71727.7,1.11,3.46
122,27,95.0,71727.7,1.11,3.46
122,28,95.05,71727.7,1.11,3.46
122,29,92.84,71727.7,1.11,3.46
123,0,102.75,68571.0,0.653,1.71
123,1,102.02,68571.0,0.653,1.71
123,2,100.7,68571.0,0.653,1.71
123,3,100.68,68571.0,0.653,1.71
123,4,99.88,68571.0,0.653,1.71
123,5,99.96,68571.0,0.653,1.71
123,6,99.31,68571.0,0.653,1.71
123,7,97.59,68571.0,0.653,1.71
123,8,98.06,68571.0,0.653,1.71
123,9,97.14,68571.0,0.653,1.71
123,10,96.75,68571.0,0.653,1.71
123,11,95.82,68571.0,0.653,1.71
123,12,96.53,68571.0,0.653,1.71
123,13,95.65,68571.0,0.653,1.71
123,14,94.23,68571.0,0.653,1.71
123,15,93.41,68571.0,0.653,1.71
123,16,93.35,68571.0,0.653,1.71
123,17,93.24,68571.0,0.653,1.71
123,18,92.61,68571.0,0.653,1.71
123,19,92.59,68571.0,0.653,1.71
123,20,91.83,68571.0,0.653,1.71
123,21,91.39,68571.0,0.653,1.71
123,22,90.54,68571.0,0.653,1.71
123,23,89.16,68571.0,0.653,1.71
123,24,89.23,68571.0,0.653,1.71
123,25,89.33,68571.0,0.653,1.71
123,26,88.25,68571.0,0.653,1.71
123,27,88.0,68571.0,0.653,1.71
123,28,87.06,68571.0,0.653,1.71
123,29,86.17,68571.0,0.653,1.71
124,0,68.21,59314.5,1.183,4.4
124,1,68.07,59314.5,1.183,4.4
